rank,param_id,source_symbol,side,sma,ema,fib_floor,fib_band,rw,eb,rw_lookback,confirm_enabled,confirm_mode,confirm_ema_period,confirm_min_distance,data_mode_used,total_trades,closed_positions,win_rate,expectancy,total_profit,total_return,ending_equity,peak_equity,max_dd_dollars,max_dd_pct,breached,consistency_score,overall_survival,max_concurrent_observed
1,short_cand_001_BTC_USDT,BTC/USDT,short,30,20,0.236,0.236,0.002,0.003,8,False,disabled,20,0.0,"1D, 4H->1D",0,0,0.0,0.0,0.0,0.0,5000.0,5000.0,0.0,0.0,False,999.0,False,0
2,short_cand_002_BTC_USDT,BTC/USDT,short,30,20,0.236,0.236,0.005,0.003,8,False,disabled,20,0.0,"1D, 4H->1D",0,0,0.0,0.0,0.0,0.0,5000.0,5000.0,0.0,0.0,False,999.0,False,0
