active_pairs,watchlist_size,total_trades,closed_positions,win_rate,expectancy,total_profit,total_return,ending_equity,peak_equity,max_dd_dollars,max_dd_pct,breached,consistency_score,overall_survival,max_concurrent_observed,signal_conflicts,internal_pair_conflicts,long_total_trades,short_total_trades,long_closed_positions,short_closed_positions,long_total_profit,short_total_profit,winning_positions,losing_positions,breakeven_positions,position_win_rate,avg_position_pnl,avg_winner_pnl,avg_loser_pnl,profit_factor,avg_holding_days,median_holding_days,best_position_pnl,worst_position_pnl,max_consecutive_position_wins,max_consecutive_position_losses,avg_support_pair_count,cagr,daily_sharpe,daily_sortino,calmar,months_traded,profitable_months,losing_months,monthly_win_rate,best_month_return_pct,worst_month_return_pct,raw_data_start,raw_data_end,backtest_start,backtest_end,data_mode_used
5,10,131,84,0.6259541984732825,2.7101054166121763,355.0238095761951,0.07100476191523902,5355.023809576218,5364.567509369489,94.55109481394175,1.7773918959143309,False,3.2861645760022684,True,4,0,0,48,83,33,51,59.999999999999986,295.0238095761951,49,35,0,0.5833333333333334,4.226473923526132,14.388241011759085,-9.999999999999998,2.0143537416462722,11.15079365079365,9.0,18.333333333333343,-10.000000000000012,7,4,4.2976190476190474,0.048751852077911106,2.0885972915644455,2.6602382458307514,2.7428870464626507,17,13,4,0.7647058823529411,1.7685705798597073,-0.22541212575127867,2023-04-02 00:00,2026-03-31 08:00,2024-10-21 00:00,2026-03-31 08:00,1D + 4H mixed execution
