rank,param_id,source_symbol,side,sma,ema,fib_floor,fib_band,rw,eb,rw_lookback,confirm_enabled,confirm_mode,confirm_ema_period,confirm_min_distance,data_mode_used,total_trades,closed_positions,win_rate,expectancy,total_profit,total_return,ending_equity,peak_equity,max_dd_dollars,max_dd_pct,breached,consistency_score,overall_survival,max_concurrent_observed
111,short_cand_111_SOL_USDT,SOL/USDT,short,40,20,0.236,0.336,0.008,0.038,25,False,disabled,20,0.0,"1D, 4H->1D",71,48,0.5070422535211268,2.058085324141343,146.12405801403534,0.029224811602807068,5146.124058014046,5347.203213308031,295.17156693998277,5.520111264994842,True,29.13858118377222,False,4
5,short_cand_005_ADA_USDT,ADA/USDT,short,60,20,0.236,0.386,0.053,0.033,25,False,disabled,20,0.0,"1D, 4H->1D",60,42,0.55,2.6674315309520313,160.0458918571219,0.03200917837142438,5160.04589185713,5365.123395740678,301.0362741997251,5.61098509754156,True,29.194039950350774,False,4
138,short_cand_138_XRP_USDT,XRP/USDT,short,35,20,0.236,0.386,0.038,0.043,8,False,disabled,20,0.0,"1D, 4H->1D",75,52,0.49333333333333335,1.238626152964055,92.89696147230413,0.018579392294460824,5092.896961472314,5225.884951352922,203.78631312450852,3.8995560564675382,True,29.340445793479432,False,4
53,short_cand_053_BTC_USDT,BTC/USDT,short,50,20,0.236,0.586,0.032,0.013,14,False,disabled,20,0.0,"1D, 4H->1D",53,36,0.5471698113207547,3.0631673044336436,162.34786713498312,0.03246957342699663,5162.347867134991,5352.242461772607,279.884987558793,5.229303223047522,True,29.68051863111566,False,4
149,short_cand_149_XRP_USDT,XRP/USDT,short,50,20,0.236,0.436,0.047,0.018,21,False,disabled,20,0.0,"1D, 4H->1D",56,39,0.5357142857142857,2.6926021241253304,150.7857189510185,0.030157143790203702,5150.785718951026,5341.385391822979,280.8383388744951,5.257780861579937,True,30.986927629957595,False,4
12,short_cand_012_ADA_USDT,ADA/USDT,short,50,20,0.236,0.386,0.053,0.028,25,False,disabled,20,0.0,"1D, 4H->1D",60,42,0.5333333333333333,2.5057045066739008,150.34227040043405,0.03006845408008681,5150.342270400442,5356.4216231025985,302.45713836510095,5.646626790179911,True,31.078326463485723,False,4
3,short_cand_003_ADA_USDT,ADA/USDT,short,50,20,0.236,0.386,0.053,0.033,25,False,disabled,20,0.0,"1D, 4H->1D",61,43,0.5409836065573771,2.4597687189692112,150.0458918571219,0.03000917837142438,5150.04589185713,5355.123395740678,301.0362741997251,5.621462886161714,True,31.139714009734565,False,4
13,short_cand_013_ADA_USDT,ADA/USDT,short,60,20,0.236,0.386,0.05,0.033,25,False,disabled,20,0.0,"1D, 4H->1D",61,43,0.5409836065573771,2.4597687189692112,150.0458918571219,0.03000917837142438,5150.04589185713,5355.123395740678,301.0362741997251,5.621462886161714,True,31.139714009734565,False,4
150,short_cand_150_XRP_USDT,XRP/USDT,short,50,20,0.236,0.436,0.047,0.023,21,False,disabled,20,0.0,"1D, 4H->1D",60,42,0.5333333333333333,2.4853175380725308,149.11905228435185,0.02982381045687037,5149.11905228436,5339.718725156313,280.8383388744951,5.259421953284139,True,31.333260835487774,False,4
2,short_cand_002_ADA_USDT,ADA/USDT,short,65,20,0.236,0.386,0.053,0.033,25,False,disabled,20,0.0,"1D, 4H->1D",60,42,0.5333333333333333,2.4729870865075867,148.3792251904552,0.02967584503809104,5148.379225190463,5353.456729074011,301.0362741997251,5.62321298993287,True,31.48949022188921,False,4
