source_symbol,candidates_tested,survivors,median_expectancy,best_expectancy,median_max_dd_pct,best_win_rate,survival_rate_pct
ETH/USDT,120,112,2.089154041207645,2.9313081560482197,1.7200762942409973,0.6338028169014085,93.33333333333333
DOGE/USDT,108,99,2.2456285645618146,2.8997695799849423,1.7639359509945047,0.6304347826086957,91.66666666666667
LINK/USDT,12,12,1.917954540964332,2.191078839588449,2.047239708639619,0.6,100.0
