friction_preset,active_pairs,watchlist_size,total_trades,closed_positions,win_rate,expectancy,total_profit,total_return,ending_equity,peak_equity,max_dd_dollars,max_dd_pct,breached,consistency_score,overall_survival,max_concurrent_observed,same_symbol_opposite_conflicts,same_pair_duplicate_blocks,stacked_same_side_entries,internal_pair_conflicts,entry_rejections,partial_fill_events,extra_latency_events,long_total_trades,short_total_trades,long_closed_positions,short_closed_positions,long_total_profit,short_total_profit,backtest_start,backtest_end,true_months_window,dynamic_symbol_count,activated_symbol_count,winning_positions,losing_positions,breakeven_positions,position_win_rate,avg_position_pnl,avg_winner_pnl,avg_loser_pnl,profit_factor,avg_holding_days,median_holding_days,best_position_pnl,worst_position_pnl,max_consecutive_position_wins,max_consecutive_position_losses,avg_support_pair_count,cagr,daily_sharpe,daily_sortino,calmar,months_traded,profitable_months,losing_months,monthly_win_rate,best_month_return_pct,worst_month_return_pct,stacking_profit_delta_vs_netted,friction_profit_delta_vs_reference
baseline,5,10,68,48,0.4264705882352941,-1.0943971333061948,-74.41900506482125,-0.01488380101296425,4925.580994935179,5113.753244445226,200.81998358073906,3.9270565860579634,True,999.0,False,4,10,107,30,0,1,2,40,36,32,24,24,12.5995617233397,-87.0185667881647,2023-06-16 00:00,2026-03-31 08:00,34,1,10,20,28,0,0.4166666666666667,-1.550395938850521,11.32006674486207,-10.7435835700738,0.7526131209272308,11.451388888888888,6.333333333333333,17.689104834848198,-15.90419650255476,10,12,1.0,-0.0053569658889897065,-0.3037431981829346,-0.15474845966474338,-0.1364117315754573,33,5,3,0.15151515151515152,1.4860244556101465,-1.44979029031298,-429.44281464101635,-2.153987434183364
