symbol,positions,winning_positions,total_profit,avg_position_pnl,position_win_rate
BNB/USDT,6,6,81.68922455423686,13.614870759039476,1.0
AVAX/USDT,11,6,35.30739137582394,3.2097628523476307,0.5454545454545454
ETH/USDT,3,1,-2.5618957397478894,-0.8539652465826298,0.3333333333333333
ADA/USDT,1,0,-10.0,-10.0,0.0
LINK/USDT,8,4,-14.427522042962615,-1.8034402553703268,0.5
BTC/USDT,2,0,-20.0,-10.0,0.0
XRP/USDT,5,1,-57.569101178471726,-11.513820235694345,0.2
DOGE/USDT,12,2,-86.8571020337036,-7.238091836141966,0.16666666666666666
