combined_rank,base_analysis_rank,base_rank,daily_param_id,source_symbol,side,sma,ema,fib_floor,fib_band,rw,eb,rw_lookback,confirm_enabled,confirm_ema_period,confirm_min_distance,confirm_mode,assets_with_real_4h,assets_with_daily_fallback,total_trades,win_rate,expectancy,total_profit,total_return,param_id
201,11,84,short_cand_084_ETH_USDT,ETH/USDT,short,80,20,0.236,0.486,0.011,0.023,8,True,25,0.004,close_below_ema,4,6,98,0.2755102040816326,20.16467573100266,1976.1382216382606,0.19761382216382606,short_cand_084_ETH_USDT__4h_ema25_dist0.004
202,12,81,short_cand_081_ETH_USDT,ETH/USDT,short,80,20,0.236,0.586,0.047,0.038,8,True,15,0.008,close_below_ema,4,6,81,0.2962962962962963,19.164401614667916,1552.316530788101,0.15523165307881012,short_cand_081_ETH_USDT__4h_ema15_dist0.008
203,16,87,short_cand_087_ETH_USDT,ETH/USDT,short,65,20,0.236,0.486,0.011,0.023,8,True,15,0.0,close_below_ema,4,6,89,0.29213483146067415,18.582832456799387,1653.8720886551455,0.16538720886551456,short_cand_087_ETH_USDT__4h_ema15_dist0.000
204,19,86,short_cand_086_ETH_USDT,ETH/USDT,short,65,20,0.236,0.536,0.008,0.023,8,True,30,0.008,close_below_ema,4,6,115,0.28695652173913044,14.533104157807433,1671.3069781478548,0.16713069781478548,short_cand_086_ETH_USDT__4h_ema30_dist0.008
205,16,87,short_cand_087_ETH_USDT,ETH/USDT,short,65,20,0.236,0.486,0.011,0.023,8,True,25,0.008,close_below_ema,4,6,91,0.27472527472527475,14.519516639030748,1321.276014151798,0.13212760141517982,short_cand_087_ETH_USDT__4h_ema25_dist0.008
206,20,63,short_cand_063_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.636,0.05,0.043,10,True,15,0.008,close_below_ema,4,6,111,0.3063063063063063,13.85126876755143,1537.4908331982087,0.15374908331982087,short_cand_063_DOGE_USDT__4h_ema15_dist0.008
207,16,87,short_cand_087_ETH_USDT,ETH/USDT,short,65,20,0.236,0.486,0.011,0.023,8,True,30,0.008,close_below_ema,4,6,95,0.2736842105263158,13.556758331075901,1287.8920414522106,0.12878920414522105,short_cand_087_ETH_USDT__4h_ema30_dist0.008
208,10,88,short_cand_088_ETH_USDT,ETH/USDT,short,75,20,0.236,0.586,0.011,0.023,8,True,15,0.008,close_below_ema,4,6,75,0.29333333333333333,11.911156375663664,893.3367281747747,0.08933367281747748,short_cand_088_ETH_USDT__4h_ema15_dist0.008
209,20,63,short_cand_063_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.636,0.05,0.043,10,True,20,0.008,close_below_ema,4,6,116,0.3017241379310345,11.603251075007488,1345.9771247008687,0.13459771247008687,short_cand_063_DOGE_USDT__4h_ema20_dist0.008
210,8,78,short_cand_078_ETH_USDT,ETH/USDT,short,80,20,0.236,0.536,0.011,0.023,8,True,30,0.008,close_below_ema,4,6,105,0.29523809523809524,9.37574271775162,984.4529853639201,0.09844529853639201,short_cand_078_ETH_USDT__4h_ema30_dist0.008
211,11,84,short_cand_084_ETH_USDT,ETH/USDT,short,80,20,0.236,0.486,0.011,0.023,8,True,20,0.008,close_below_ema,4,6,76,0.2894736842105263,9.305897189047801,707.2481863676329,0.07072481863676329,short_cand_084_ETH_USDT__4h_ema20_dist0.008
212,19,86,short_cand_086_ETH_USDT,ETH/USDT,short,65,20,0.236,0.536,0.008,0.023,8,True,20,0.008,close_below_ema,4,6,93,0.3010752688172043,9.16469166752496,852.3163250798211,0.08523163250798212,short_cand_086_ETH_USDT__4h_ema20_dist0.008
213,8,78,short_cand_078_ETH_USDT,ETH/USDT,short,80,20,0.236,0.536,0.011,0.023,8,True,25,0.0,close_below_ema,4,6,115,0.2956521739130435,2.547167553682443,292.9242686734809,0.029292426867348093,short_cand_078_ETH_USDT__4h_ema25_dist0.000
214,8,78,short_cand_078_ETH_USDT,ETH/USDT,short,80,20,0.236,0.536,0.011,0.023,8,True,15,0.0,close_below_ema,4,6,100,0.29,1.9513713195519893,195.13713195519892,0.019513713195519894,short_cand_078_ETH_USDT__4h_ema15_dist0.000
215,8,78,short_cand_078_ETH_USDT,ETH/USDT,short,80,20,0.236,0.536,0.011,0.023,8,True,30,0.004,close_below_ema,4,6,110,0.2909090909090909,1.1597212383547093,127.56933621901803,0.012756933621901802,short_cand_078_ETH_USDT__4h_ema30_dist0.004
216,8,78,short_cand_078_ETH_USDT,ETH/USDT,short,80,20,0.236,0.536,0.011,0.023,8,True,30,0.0,close_below_ema,4,6,115,0.28695652173913044,-0.4430993520968931,-50.95642549114271,-0.005095642549114271,short_cand_078_ETH_USDT__4h_ema30_dist0.000
217,8,78,short_cand_078_ETH_USDT,ETH/USDT,short,80,20,0.236,0.536,0.011,0.023,8,True,25,0.004,close_below_ema,4,6,110,0.2909090909090909,-1.8641519436794074,-205.0567138047348,-0.020505671380473482,short_cand_078_ETH_USDT__4h_ema25_dist0.004
218,8,78,short_cand_078_ETH_USDT,ETH/USDT,short,80,20,0.236,0.536,0.011,0.023,8,True,20,0.004,close_below_ema,4,6,102,0.29411764705882354,-2.655445938641236,-270.8554857414061,-0.027085548574140608,short_cand_078_ETH_USDT__4h_ema20_dist0.004
219,8,78,short_cand_078_ETH_USDT,ETH/USDT,short,80,20,0.236,0.536,0.011,0.023,8,True,15,0.004,close_below_ema,4,6,84,0.2857142857142857,-4.494595268244891,-377.5460025325708,-0.03775460025325708,short_cand_078_ETH_USDT__4h_ema15_dist0.004
220,3,70,short_cand_070_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.686,0.044,0.028,10,True,20,0.008,close_below_ema,4,6,74,0.25675675675675674,-6.422161038714196,-475.23991686485056,-0.04752399168648506,short_cand_070_DOGE_USDT__4h_ema20_dist0.008
221,19,86,short_cand_086_ETH_USDT,ETH/USDT,short,65,20,0.236,0.536,0.008,0.023,8,True,15,0.004,close_below_ema,4,6,87,0.2988505747126437,-9.770665591138917,-850.0479064290857,-0.08500479064290857,short_cand_086_ETH_USDT__4h_ema15_dist0.004
222,7,77,short_cand_077_ETH_USDT,ETH/USDT,short,90,20,0.236,0.536,0.011,0.023,8,True,20,0.0,close_below_ema,4,6,104,0.28846153846153844,-10.055707834609954,-1045.7936147994353,-0.10457936147994353,short_cand_077_ETH_USDT__4h_ema20_dist0.000
223,16,87,short_cand_087_ETH_USDT,ETH/USDT,short,65,20,0.236,0.486,0.011,0.023,8,True,20,0.008,close_below_ema,4,6,78,0.28205128205128205,-10.087940240988475,-786.859338797101,-0.07868593387971011,short_cand_087_ETH_USDT__4h_ema20_dist0.008
224,8,78,short_cand_078_ETH_USDT,ETH/USDT,short,80,20,0.236,0.536,0.011,0.023,8,True,20,0.008,close_below_ema,4,6,86,0.29069767441860467,-13.05723364581641,-1122.9220935402113,-0.11229220935402114,short_cand_078_ETH_USDT__4h_ema20_dist0.008
225,19,86,short_cand_086_ETH_USDT,ETH/USDT,short,65,20,0.236,0.536,0.008,0.023,8,True,15,0.008,close_below_ema,4,6,67,0.31343283582089554,-16.65291429362164,-1115.74525767265,-0.11157452576726501,short_cand_086_ETH_USDT__4h_ema15_dist0.008
226,16,87,short_cand_087_ETH_USDT,ETH/USDT,short,65,20,0.236,0.486,0.011,0.023,8,True,15,0.004,close_below_ema,4,6,74,0.28378378378378377,-29.043612902773592,-2149.227354805246,-0.21492273548052457,short_cand_087_ETH_USDT__4h_ema15_dist0.004
227,7,77,short_cand_077_ETH_USDT,ETH/USDT,short,90,20,0.236,0.536,0.011,0.023,8,True,25,0.008,close_below_ema,4,6,97,0.27835051546391754,-30.151954288192453,-2924.739565954668,-0.29247395659546677,short_cand_077_ETH_USDT__4h_ema25_dist0.008
228,7,77,short_cand_077_ETH_USDT,ETH/USDT,short,90,20,0.236,0.536,0.011,0.023,8,True,25,0.0,close_below_ema,4,6,111,0.27927927927927926,-37.02098656082146,-4109.329508251182,-0.4109329508251182,short_cand_077_ETH_USDT__4h_ema25_dist0.000
229,7,77,short_cand_077_ETH_USDT,ETH/USDT,short,90,20,0.236,0.536,0.011,0.023,8,True,30,0.008,close_below_ema,4,6,103,0.27184466019417475,-40.43009117369699,-4164.299390890789,-0.41642993908907894,short_cand_077_ETH_USDT__4h_ema30_dist0.008
230,7,77,short_cand_077_ETH_USDT,ETH/USDT,short,90,20,0.236,0.536,0.011,0.023,8,True,30,0.0,close_below_ema,4,6,112,0.26785714285714285,-44.21188653194266,-4951.731291577578,-0.49517312915775785,short_cand_077_ETH_USDT__4h_ema30_dist0.000
231,7,77,short_cand_077_ETH_USDT,ETH/USDT,short,90,20,0.236,0.536,0.011,0.023,8,True,25,0.004,close_below_ema,4,6,107,0.27102803738317754,-45.37652337287544,-4855.288000897672,-0.4855288000897672,short_cand_077_ETH_USDT__4h_ema25_dist0.004
232,7,77,short_cand_077_ETH_USDT,ETH/USDT,short,90,20,0.236,0.536,0.011,0.023,8,True,15,0.0,close_below_ema,4,6,96,0.2708333333333333,-46.303064116018106,-4445.094155137738,-0.4445094155137738,short_cand_077_ETH_USDT__4h_ema15_dist0.000
233,7,77,short_cand_077_ETH_USDT,ETH/USDT,short,90,20,0.236,0.536,0.011,0.023,8,True,30,0.004,close_below_ema,4,6,108,0.26851851851851855,-46.49243555588603,-5021.183040035691,-0.5021183040035692,short_cand_077_ETH_USDT__4h_ema30_dist0.004
234,11,84,short_cand_084_ETH_USDT,ETH/USDT,short,80,20,0.236,0.486,0.011,0.023,8,True,15,0.008,close_below_ema,4,6,58,0.27586206896551724,-47.74699782862568,-2769.3258740602896,-0.27693258740602894,short_cand_084_ETH_USDT__4h_ema15_dist0.008
235,16,87,short_cand_087_ETH_USDT,ETH/USDT,short,65,20,0.236,0.486,0.011,0.023,8,True,15,0.008,close_below_ema,4,6,56,0.30357142857142855,-48.07420707012126,-2692.1555959267907,-0.26921555959267907,short_cand_087_ETH_USDT__4h_ema15_dist0.008
236,7,77,short_cand_077_ETH_USDT,ETH/USDT,short,90,20,0.236,0.536,0.011,0.023,8,True,20,0.004,close_below_ema,4,6,98,0.2755102040816326,-50.113130335044325,-4911.086772834344,-0.4911086772834344,short_cand_077_ETH_USDT__4h_ema20_dist0.004
237,7,77,short_cand_077_ETH_USDT,ETH/USDT,short,90,20,0.236,0.536,0.011,0.023,8,True,15,0.004,close_below_ema,4,6,80,0.2625,-62.722216120318855,-5017.777289625508,-0.5017777289625508,short_cand_077_ETH_USDT__4h_ema15_dist0.004
238,7,77,short_cand_077_ETH_USDT,ETH/USDT,short,90,20,0.236,0.536,0.011,0.023,8,True,20,0.008,close_below_ema,4,6,82,0.2682926829268293,-70.28235830040425,-5763.153380633149,-0.5763153380633149,short_cand_077_ETH_USDT__4h_ema20_dist0.008
239,8,78,short_cand_078_ETH_USDT,ETH/USDT,short,80,20,0.236,0.536,0.011,0.023,8,True,15,0.008,close_below_ema,4,6,67,0.2537313432835821,-81.654347863333,-5470.841306843311,-0.5470841306843311,short_cand_078_ETH_USDT__4h_ema15_dist0.008
240,7,77,short_cand_077_ETH_USDT,ETH/USDT,short,90,20,0.236,0.536,0.011,0.023,8,True,15,0.008,close_below_ema,4,6,64,0.234375,-149.9733017949765,-9598.291314878496,-0.9598291314878495,short_cand_077_ETH_USDT__4h_ema15_dist0.008
