analysis_rank,rank,param_id,source_symbol,side,sma,ema,fib_floor,fib_band,rw,eb,rw_lookback,confirm_enabled,confirm_mode,confirm_ema_period,confirm_min_distance,data_mode_used,total_trades,closed_positions,win_rate,expectancy,total_profit,total_return,ending_equity,peak_equity,max_dd_dollars,max_dd_pct,breached,consistency_score,overall_survival,max_concurrent_observed,combined_rank,daily_param_id,source_symbol_candidate,side_candidate,sma_candidate,ema_candidate,fib_floor_candidate,fib_band_candidate,rw_candidate,eb_candidate,rw_lookback_candidate,confirm_enabled_candidate,confirm_mode_candidate,confirm_ema_period_candidate,confirm_min_distance_candidate,total_trades_candidate,win_rate_candidate,expectancy_candidate,total_profit_candidate,total_return_candidate,score_expectancy,score_win_rate,score_drawdown,score_consistency,composite_score,drawdown_headroom_pct_pts,consistency_headroom_pct_pts,win_rate_sig,expectancy_sig,max_dd_pct_sig,consistency_sig,metric_duplicate_count,cluster_label,cluster_size,best_expectancy_flag,best_win_rate_flag,best_drawdown_flag,best_consistency_flag,ai_note
56,85,short_cand_061_DOGE_USDT__4h_ema25_dist0.000,DOGE/USDT,short,80,20,0.236,0.686,0.05,0.028,10,True,close_below_ema,25,0.0,"1D, 4H->1D",52,33,0.5961538461538461,2.434376102292056,126.58755731918691,0.0253175114638373,5126.587557319194,5133.054957850525,89.6565954031048,1.7581708040370383,False,9.216282321689407,True,4,85,short_cand_061_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.686,0.05,0.028,10,True,close_below_ema,25,0.0,73,0.3013698630136986,116.46297588979006,8501.797239954674,0.8501797239954675,0.7394071157117874,0.6292376527275854,0.7151469574497872,0.6987179206218039,69.88748792953402,1.2418291959629617,10.783717678310593,0.596154,2.434376,1.758171,9.216282,1,DOGE/USDT | fib=0.686 | rw_lb=10 | 4h_ema=25 | 4h_dist=0.000,4,False,False,False,False,Uses a 4H confirmation filter with EMA 25 and minimum distance 0.000.
57,12,short_cand_071_DOGE_USDT__4h_ema20_dist0.008,DOGE/USDT,short,70,20,0.236,0.386,0.017,0.033,8,True,close_below_ema,20,0.008,"1D, 4H->1D",65,43,0.6,2.195258950370403,142.6918317740762,0.0285383663548152,5142.691831774087,5162.551430377735,81.41540000449731,1.6021131222019198,False,8.176127898574101,True,4,12,short_cand_071_DOGE_USDT,DOGE/USDT,short,70,20,0.236,0.386,0.017,0.033,8,True,close_below_ema,20,0.008,83,0.3373493975903614,201.5787510498372,16731.036337136484,1.6731036337136485,0.6140132558650612,0.6671140939597311,0.8178300200064038,0.7662341927286462,69.84960055897143,1.3978868777980802,11.823872101425899,0.6,2.195259,1.602113,8.176128,1,DOGE/USDT | fib=0.386 | rw_lb=8 | 4h_ema=20 | 4h_dist=0.008,1,False,False,False,False,Uses a 4H confirmation filter with EMA 20 and minimum distance 0.008.
58,172,short_cand_067_DOGE_USDT__4h_ema20_dist0.008,DOGE/USDT,short,70,20,0.236,0.686,0.05,0.028,10,True,close_below_ema,20,0.008,"1D, 4H->1D",50,32,0.6,2.398417813050405,119.92089065252024,0.023984178130504,5119.920890652527,5131.380314085057,89.6565954031048,1.754157572530225,False,9.728635772454115,True,4,172,short_cand_067_DOGE_USDT,DOGE/USDT,short,70,20,0.236,0.686,0.05,0.028,10,True,close_below_ema,20,0.008,64,0.28125,45.568171351879634,2916.3629665202966,0.2916362966520296,0.7205504647134809,0.6671140939597311,0.7177875894072943,0.6654611327564939,69.56209305724087,1.245842427469775,10.271364227545885,0.6,2.398418,1.754158,9.728636,1,DOGE/USDT | fib=0.686 | rw_lb=10 | 4h_ema=20 | 4h_dist=0.008,4,False,False,False,False,Uses a 4H confirmation filter with EMA 20 and minimum distance 0.008.
59,156,short_cand_081_ETH_USDT__4h_ema20_dist0.008,ETH/USDT,short,80,20,0.236,0.586,0.047,0.038,8,True,close_below_ema,20,0.008,"1D, 4H->1D",60,39,0.6,2.499748733407382,149.98492400444292,0.0299969848008885,5149.984924004452,5165.714759094054,107.13410907413709,2.0938512761119226,False,7.778559574641698,True,4,156,short_cand_081_ETH_USDT,ETH/USDT,short,80,20,0.236,0.586,0.047,0.038,8,True,close_below_ema,20,0.008,79,0.3037974683544304,52.61379885843488,4156.490109816356,0.4156490109816355,0.7736887491203885,0.6671140939597311,0.4942754277194047,0.7920402947296236,69.48327301718744,0.9061487238880774,12.221440425358303,0.6,2.499749,2.093851,7.77856,1,ETH/USDT | fib=0.586 | rw_lb=8 | 4h_ema=20 | 4h_dist=0.008,2,False,False,False,False,Uses a 4H confirmation filter with EMA 20 and minimum distance 0.008.
60,103,short_cand_061_DOGE_USDT__4h_ema30_dist0.008,DOGE/USDT,short,80,20,0.236,0.686,0.05,0.028,10,True,close_below_ema,30,0.008,"1D, 4H->1D",50,32,0.6,2.398417813050405,119.92089065252026,0.023984178130504,5119.920890652527,5126.388291183858,89.6565954031048,1.760472334706202,False,9.728635772454115,True,4,103,short_cand_061_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.686,0.05,0.028,10,True,close_below_ema,30,0.008,68,0.2941176470588235,101.09119593144554,6874.201323338297,0.6874201323338297,0.7205504647134809,0.6671140939597311,0.7136325929218853,0.6654611327564939,69.47899312753269,1.239527665293798,10.271364227545885,0.6,2.398418,1.760472,9.728636,4,DOGE/USDT | fib=0.686 | rw_lb=10 | 4h_ema=30 | 4h_dist=0.008,4,False,False,False,False,Shares identical outcome metrics with another survivor; treat as a threshold duplicate. Uses a 4H confirmation filter with EMA 30 and minimum distance 0.008.
61,10,short_cand_061_DOGE_USDT__4h_ema20_dist0.000,DOGE/USDT,short,80,20,0.236,0.686,0.05,0.028,10,True,close_below_ema,20,0.0,"1D, 4H->1D",50,32,0.6,2.398417813050405,119.92089065252024,0.023984178130504,5119.920890652527,5126.388291183858,89.6565954031048,1.760472334706202,False,9.728635772454115,True,4,10,short_cand_061_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.686,0.05,0.028,10,True,close_below_ema,20,0.0,73,0.3287671232876712,203.78880407688715,14876.58269761276,1.487658269761276,0.7205504647134809,0.6671140939597311,0.7136325929218853,0.6654611327564939,69.47899312753269,1.239527665293798,10.271364227545885,0.6,2.398418,1.760472,9.728636,4,DOGE/USDT | fib=0.686 | rw_lb=10 | 4h_ema=20 | 4h_dist=0.000,5,False,False,False,False,Shares identical outcome metrics with another survivor; treat as a threshold duplicate. Uses a 4H confirmation filter with EMA 20 and minimum distance 0.000.
62,75,short_cand_061_DOGE_USDT__4h_ema30_dist0.004,DOGE/USDT,short,80,20,0.236,0.686,0.05,0.028,10,True,close_below_ema,30,0.004,"1D, 4H->1D",50,32,0.6,2.398417813050405,119.92089065252024,0.023984178130504,5119.920890652527,5126.388291183858,89.6565954031048,1.760472334706202,False,9.728635772454115,True,4,75,short_cand_061_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.686,0.05,0.028,10,True,close_below_ema,30,0.004,72,0.3055555555555556,125.42887402409276,9030.878929734678,0.9030878929734676,0.7205504647134809,0.6671140939597311,0.7136325929218853,0.6654611327564939,69.47899312753269,1.239527665293798,10.271364227545885,0.6,2.398418,1.760472,9.728636,4,DOGE/USDT | fib=0.686 | rw_lb=10 | 4h_ema=30 | 4h_dist=0.004,5,False,False,False,False,Shares identical outcome metrics with another survivor; treat as a threshold duplicate. Uses a 4H confirmation filter with EMA 30 and minimum distance 0.004.
63,82,short_cand_061_DOGE_USDT__4h_ema25_dist0.004,DOGE/USDT,short,80,20,0.236,0.686,0.05,0.028,10,True,close_below_ema,25,0.004,"1D, 4H->1D",50,32,0.6,2.398417813050405,119.92089065252024,0.023984178130504,5119.920890652527,5126.388291183858,89.6565954031048,1.760472334706202,False,9.728635772454115,True,4,82,short_cand_061_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.686,0.05,0.028,10,True,close_below_ema,25,0.004,72,0.3055555555555556,119.38132724661332,8595.455561756158,0.8595455561756158,0.7205504647134809,0.6671140939597311,0.7136325929218853,0.6654611327564939,69.47899312753269,1.239527665293798,10.271364227545885,0.6,2.398418,1.760472,9.728636,4,DOGE/USDT | fib=0.686 | rw_lb=10 | 4h_ema=25 | 4h_dist=0.004,4,False,False,False,False,Shares identical outcome metrics with another survivor; treat as a threshold duplicate. Uses a 4H confirmation filter with EMA 25 and minimum distance 0.004.
64,94,short_cand_062_DOGE_USDT__4h_ema25_dist0.008,DOGE/USDT,short,75,20,0.236,0.686,0.05,0.028,10,True,close_below_ema,25,0.008,"1D, 4H->1D",50,32,0.6,2.3984178130504046,119.92089065252024,0.023984178130504,5119.920890652527,5136.360703871569,89.6565954031048,1.7639359509945047,False,9.728635772454115,True,4,94,short_cand_062_DOGE_USDT,DOGE/USDT,short,75,20,0.236,0.686,0.05,0.028,10,True,close_below_ema,25,0.008,65,0.2923076923076923,107.85416737536296,7010.520879398592,0.7010520879398592,0.7205504647134807,0.6671140939597311,0.7113535975925834,0.6654611327564939,69.43341322094665,1.2360640490054953,10.271364227545885,0.6,2.398418,1.763936,9.728636,1,DOGE/USDT | fib=0.686 | rw_lb=10 | 4h_ema=25 | 4h_dist=0.008,4,False,False,False,False,Uses a 4H confirmation filter with EMA 25 and minimum distance 0.008.
65,11,short_cand_071_DOGE_USDT__4h_ema25_dist0.000,DOGE/USDT,short,70,20,0.236,0.386,0.017,0.033,8,True,close_below_ema,25,0.0,"1D, 4H->1D",76,50,0.6052631578947368,2.253316782774101,171.2520754908317,0.0342504150981663,5171.252075490845,5176.922094997122,100.8277918035128,1.9793592784706096,False,6.812569502137957,True,4,11,short_cand_071_DOGE_USDT,DOGE/USDT,short,70,20,0.236,0.386,0.017,0.033,8,True,close_below_ema,25,0.0,101,0.3069306930693069,202.8336699887415,20486.20066886289,2.048620066886289,0.6444589835802329,0.7189450135405625,0.5696090403797289,0.8547425696402413,69.01672196422162,1.0206407215293904,13.187430497862042,0.605263,2.253317,1.979359,6.81257,1,DOGE/USDT | fib=0.386 | rw_lb=8 | 4h_ema=25 | 4h_dist=0.000,1,False,False,False,False,Uses a 4H confirmation filter with EMA 25 and minimum distance 0.000.
66,19,short_cand_071_DOGE_USDT__4h_ema20_dist0.000,DOGE/USDT,short,70,20,0.236,0.386,0.017,0.033,8,True,close_below_ema,20,0.0,"1D, 4H->1D",74,49,0.6081081081081081,2.2232291493626155,164.51895705283354,0.0329037914105667,5164.5189570528455,5170.565535460045,100.8277918035128,1.981953138267632,False,7.09138136763172,True,4,19,short_cand_071_DOGE_USDT,DOGE/USDT,short,70,20,0.236,0.386,0.017,0.033,8,True,close_below_ema,20,0.0,98,0.3061224489795918,184.1284429272374,18044.587406869265,1.8044587406869264,0.6286809247634583,0.7469617268274984,0.5679023287031955,0.8366449320597429,68.76882075266727,1.018046861732368,12.908618632368281,0.608108,2.223229,1.981953,7.091381,1,DOGE/USDT | fib=0.386 | rw_lb=8 | 4h_ema=20 | 4h_dist=0.000,1,False,False,False,False,Uses a 4H confirmation filter with EMA 20 and minimum distance 0.000.
67,24,short_cand_079_ETH_USDT__4h_ema20_dist0.000,ETH/USDT,short,75,20,0.236,0.436,0.011,0.023,8,True,close_below_ema,20,0.0,"1D, 4H->1D",61,42,0.6065573770491803,1.939724203541562,118.32317641603528,0.023664635283207,5118.323176416045,5134.908776234563,68.050442825971,1.3252512516078718,False,9.860001244088972,True,4,24,short_cand_079_ETH_USDT,ETH/USDT,short,75,20,0.236,0.436,0.011,0.023,8,True,close_below_ema,20,0.0,76,0.3026315789473684,171.68476472483957,13048.042119087808,1.3048042119087808,0.4800099525791339,0.7316903216342097,1.0,0.6569342191259402,68.23129076364373,1.6747487483921282,10.139998755911028,0.606557,1.939724,1.325251,9.860001,1,ETH/USDT | fib=0.436 | rw_lb=8 | 4h_ema=20 | 4h_dist=0.000,1,False,False,True,False,Tightest trailing drawdown control. Uses a 4H confirmation filter with EMA 20 and minimum distance 0.000.
68,144,short_cand_070_DOGE_USDT__4h_ema25_dist0.004,DOGE/USDT,short,80,20,0.236,0.686,0.044,0.028,10,True,close_below_ema,25,0.004,"1D, 4H->1D",60,38,0.5833333333333334,2.304237066430893,138.25422398585357,0.0276508447971707,5138.254223985862,5144.721624517193,83.63047236867351,1.6404203600813707,False,8.438560740003448,True,4,144,short_cand_070_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.686,0.044,0.028,10,True,close_below_ema,25,0.004,87,0.2873563218390804,63.91517732719812,5560.620427466236,0.5560620427466236,0.6711617560953028,0.5029828486204329,0.7926245673988048,0.7491997152145786,66.90171833111408,1.3595796399186293,11.561439259996552,0.583333,2.304237,1.64042,8.438561,3,DOGE/USDT | fib=0.686 | rw_lb=10 | 4h_ema=25 | 4h_dist=0.004,4,False,False,False,False,Shares identical outcome metrics with another survivor; treat as a threshold duplicate. Uses a 4H confirmation filter with EMA 25 and minimum distance 0.004.
69,134,short_cand_070_DOGE_USDT__4h_ema25_dist0.008,DOGE/USDT,short,80,20,0.236,0.686,0.044,0.028,10,True,close_below_ema,25,0.008,"1D, 4H->1D",60,38,0.5833333333333334,2.304237066430893,138.25422398585357,0.0276508447971707,5138.254223985862,5144.721624517193,83.63047236867351,1.6404203600813707,False,8.43856074000345,True,4,134,short_cand_070_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.686,0.044,0.028,10,True,close_below_ema,25,0.008,77,0.2727272727272727,70.77171354655897,5449.421943085041,0.5449421943085041,0.6711617560953028,0.5029828486204329,0.7926245673988048,0.7491997152145786,66.90171833111408,1.3595796399186293,11.56143925999655,0.583333,2.304237,1.64042,8.438561,3,DOGE/USDT | fib=0.686 | rw_lb=10 | 4h_ema=25 | 4h_dist=0.008,4,False,False,False,False,Shares identical outcome metrics with another survivor; treat as a threshold duplicate. Uses a 4H confirmation filter with EMA 25 and minimum distance 0.008.
70,135,short_cand_070_DOGE_USDT__4h_ema30_dist0.008,DOGE/USDT,short,80,20,0.236,0.686,0.044,0.028,10,True,close_below_ema,30,0.008,"1D, 4H->1D",60,38,0.5833333333333334,2.304237066430893,138.25422398585357,0.0276508447971707,5138.254223985862,5144.721624517193,83.63047236867351,1.6404203600813707,False,8.43856074000345,True,4,135,short_cand_070_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.686,0.044,0.028,10,True,close_below_ema,30,0.008,80,0.2875,70.05421415809607,5604.337132647685,0.5604337132647685,0.6711617560953028,0.5029828486204329,0.7926245673988048,0.7491997152145786,66.90171833111408,1.3595796399186293,11.56143925999655,0.583333,2.304237,1.64042,8.438561,3,DOGE/USDT | fib=0.686 | rw_lb=10 | 4h_ema=30 | 4h_dist=0.008,4,False,False,False,False,Shares identical outcome metrics with another survivor; treat as a threshold duplicate. Uses a 4H confirmation filter with EMA 30 and minimum distance 0.008.
71,17,short_cand_062_DOGE_USDT__4h_ema15_dist0.000,DOGE/USDT,short,75,20,0.236,0.686,0.05,0.028,10,True,close_below_ema,15,0.0,"1D, 4H->1D",45,29,0.6,2.331575347833783,104.92089065252024,0.020984178130504,5104.920890652526,5111.388291183857,89.6565954031048,1.762779898903603,False,11.119488782557749,True,4,17,short_cand_062_DOGE_USDT,DOGE/USDT,short,75,20,0.236,0.686,0.05,0.028,10,True,close_below_ema,15,0.0,72,0.3194444444444444,188.26182507163168,13554.85140515748,1.355485140515748,0.685498045228621,0.6671140939597311,0.7121142584442177,0.5751810664471784,66.41619042982293,1.237220101096397,8.880511217442251,0.6,2.331575,1.76278,11.119489,3,DOGE/USDT | fib=0.686 | rw_lb=10 | 4h_ema=15 | 4h_dist=0.000,4,False,False,False,False,Shares identical outcome metrics with another survivor; treat as a threshold duplicate. Uses a 4H confirmation filter with EMA 15 and minimum distance 0.000.
72,159,short_cand_062_DOGE_USDT__4h_ema20_dist0.008,DOGE/USDT,short,75,20,0.236,0.686,0.05,0.028,10,True,close_below_ema,20,0.008,"1D, 4H->1D",45,29,0.6,2.331575347833783,104.92089065252024,0.020984178130504,5104.920890652526,5120.656549534187,89.6565954031048,1.762779898903603,False,11.119488782557749,True,4,159,short_cand_062_DOGE_USDT,DOGE/USDT,short,75,20,0.236,0.686,0.05,0.028,10,True,close_below_ema,20,0.008,61,0.2786885245901639,49.19298280036048,3000.771950821989,0.3000771950821989,0.685498045228621,0.6671140939597311,0.7121142584442177,0.5751810664471784,66.41619042982293,1.237220101096397,8.880511217442251,0.6,2.331575,1.76278,11.119489,3,DOGE/USDT | fib=0.686 | rw_lb=10 | 4h_ema=20 | 4h_dist=0.008,4,False,False,False,False,Shares identical outcome metrics with another survivor; treat as a threshold duplicate. Uses a 4H confirmation filter with EMA 20 and minimum distance 0.008.
73,69,short_cand_062_DOGE_USDT__4h_ema15_dist0.004,DOGE/USDT,short,75,20,0.236,0.686,0.05,0.028,10,True,close_below_ema,15,0.004,"1D, 4H->1D",45,29,0.6,2.331575347833783,104.92089065252024,0.020984178130504,5104.920890652526,5111.388291183857,89.6565954031048,1.762779898903603,False,11.11948878255775,True,4,69,short_cand_062_DOGE_USDT,DOGE/USDT,short,75,20,0.236,0.686,0.05,0.028,10,True,close_below_ema,15,0.004,66,0.303030303030303,128.11433261017513,8455.54595227156,0.8455545952271559,0.685498045228621,0.6671140939597311,0.7121142584442177,0.5751810664471783,66.41619042982293,1.237220101096397,8.88051121744225,0.6,2.331575,1.76278,11.119489,3,DOGE/USDT | fib=0.686 | rw_lb=10 | 4h_ema=15 | 4h_dist=0.004,4,False,False,False,False,Shares identical outcome metrics with another survivor; treat as a threshold duplicate. Uses a 4H confirmation filter with EMA 15 and minimum distance 0.004.
74,141,short_cand_076_ETH_USDT__4h_ema15_dist0.004,ETH/USDT,short,75,20,0.236,0.536,0.011,0.023,8,True,close_below_ema,15,0.004,"1D, 4H->1D",56,37,0.5892857142857143,2.313735107769406,129.56916603508674,0.0259138332070173,5129.569166035096,5155.040946247914,90.16617220454371,1.7490874106474554,False,9.00419985994769,True,4,141,short_cand_076_ETH_USDT,ETH/USDT,short,75,20,0.236,0.536,0.011,0.023,8,True,close_below_ema,15,0.004,84,0.2857142857142857,67.69723601558483,5686.567825309126,0.5686567825309127,0.6761425617583369,0.5616011505273251,0.7211236619649442,0.7124841623238357,66.37717491050051,1.2509125893525446,10.99580014005231,0.589286,2.313735,1.749087,9.0042,1,ETH/USDT | fib=0.536 | rw_lb=8 | 4h_ema=15 | 4h_dist=0.004,4,False,False,False,False,Uses a 4H confirmation filter with EMA 15 and minimum distance 0.004.
75,222,short_cand_077_ETH_USDT__4h_ema20_dist0.000,ETH/USDT,short,90,20,0.236,0.536,0.011,0.023,8,True,close_below_ema,20,0.0,"1D, 4H->1D",66,44,0.5909090909090909,2.1378823918595264,141.10023786272873,0.0282200475725457,5141.10023786274,5155.851734353314,83.45957425889537,1.6206823791522749,False,8.268353649422435,True,4,222,short_cand_077_ETH_USDT,ETH/USDT,short,90,20,0.236,0.536,0.011,0.023,8,True,close_below_ema,20,0.0,104,0.2884615384615384,-10.055707834609954,-1045.793614799435,-0.1045793614799435,0.5839247905308901,0.5775879601382958,0.8056117930621015,0.7602478326736799,66.19425918675418,1.3793176208477251,11.731646350577565,0.590909,2.137882,1.620682,8.268354,1,ETH/USDT | fib=0.536 | rw_lb=8 | 4h_ema=20 | 4h_dist=0.000,4,False,False,False,False,Uses a 4H confirmation filter with EMA 20 and minimum distance 0.000.
76,28,short_cand_071_DOGE_USDT__4h_ema30_dist0.008,DOGE/USDT,short,70,20,0.236,0.386,0.017,0.033,8,True,close_below_ema,30,0.008,"1D, 4H->1D",72,47,0.5972222222222222,2.239612159594885,161.2520754908317,0.0322504150981663,5161.252075490844,5166.922094997121,101.61752750761298,1.991296322220439,False,7.235048994659297,True,4,28,short_cand_071_DOGE_USDT,DOGE/USDT,short,70,20,0.236,0.386,0.017,0.033,8,True,close_below_ema,30,0.008,92,0.3043478260869565,169.3768297408506,15582.668336158256,1.5582668336158256,0.6372722318797532,0.6397588864031815,0.5617546868119255,0.8273194873144457,66.07998375839831,1.008703677779561,12.764951005340702,0.597222,2.239612,1.991296,7.235049,1,DOGE/USDT | fib=0.386 | rw_lb=8 | 4h_ema=30 | 4h_dist=0.008,1,False,False,False,False,Uses a 4H confirmation filter with EMA 30 and minimum distance 0.008.
77,117,short_cand_076_ETH_USDT__4h_ema20_dist0.004,ETH/USDT,short,75,20,0.236,0.536,0.011,0.023,8,True,close_below_ema,20,0.004,"1D, 4H->1D",68,45,0.5882352941176471,2.17304271366758,147.76690452939542,0.029553380905879,5147.766904529407,5180.851734353315,86.85582021254868,1.6764776269628223,False,7.895317766737008,True,4,117,short_cand_076_ETH_USDT,ETH/USDT,short,75,20,0.236,0.536,0.011,0.023,8,True,close_below_ema,20,0.004,102,0.2941176470588235,82.06082705773012,8370.204359888472,0.8370204359888472,0.6023629846526126,0.5512567443084617,0.7688995540109952,0.7844615374864445,65.93134490050177,1.3235223730371777,12.104682233262992,0.588235,2.173043,1.676478,7.895318,1,ETH/USDT | fib=0.536 | rw_lb=8 | 4h_ema=20 | 4h_dist=0.004,4,False,False,False,False,Uses a 4H confirmation filter with EMA 20 and minimum distance 0.004.
78,140,short_cand_088_ETH_USDT__4h_ema25_dist0.004,ETH/USDT,short,75,20,0.236,0.586,0.011,0.023,8,True,close_below_ema,25,0.004,"1D, 4H->1D",79,51,0.5822784810126582,2.267588899171715,179.13952303456546,0.035827904606913,5179.139523034578,5197.518401019983,95.82613143602248,1.8436900851994515,False,6.512614563797602,True,4,140,short_cand_088_ETH_USDT,ETH/USDT,short,75,20,0.236,0.586,0.011,0.023,8,True,close_below_ema,25,0.004,125,0.296,67.81859101686013,8477.323877107516,0.8477323877107515,0.6519433306833003,0.49259479511794513,0.6588768553046402,0.8742126009997422,65.7946755779518,1.1563099148005485,13.487385436202398,0.582278,2.267589,1.84369,6.512615,1,ETH/USDT | fib=0.586 | rw_lb=8 | 4h_ema=25 | 4h_dist=0.004,2,False,False,False,False,Uses a 4H confirmation filter with EMA 25 and minimum distance 0.004.
79,203,short_cand_087_ETH_USDT__4h_ema15_dist0.000,ETH/USDT,short,65,20,0.236,0.486,0.011,0.023,8,True,close_below_ema,15,0.0,"1D, 4H->1D",58,40,0.603448275862069,2.1067057701856253,122.18893467076629,0.0244377869341532,5122.188934670776,5135.495663351947,88.13124847154722,1.7161196162713497,False,9.548054983949314,True,4,203,short_cand_087_ETH_USDT,ETH/USDT,short,65,20,0.236,0.486,0.011,0.023,8,True,close_below_ema,15,0.0,89,0.2921348314606741,18.582832456799387,1653.8720886551455,0.1653872088655145,0.5675756625103603,0.7010722826506206,0.7428158596989333,0.6771826054369083,65.79192455684496,1.2838803837286503,10.451945016050686,0.603448,2.106706,1.71612,9.548055,1,ETH/USDT | fib=0.486 | rw_lb=8 | 4h_ema=15 | 4h_dist=0.000,3,False,False,False,False,Uses a 4H confirmation filter with EMA 15 and minimum distance 0.000.
80,91,short_cand_082_ETH_USDT__4h_ema20_dist0.004,ETH/USDT,short,75,20,0.236,0.486,0.011,0.023,8,True,close_below_ema,20,0.004,"1D, 4H->1D",59,40,0.5932203389830508,2.1557446554367163,127.18893467076629,0.0254377869341532,5127.188934670776,5149.185067686647,83.69489478828928,1.6314664086551454,False,9.172705704994158,True,4,91,short_cand_082_ETH_USDT,ETH/USDT,short,75,20,0.236,0.486,0.011,0.023,8,True,close_below_ema,20,0.004,93,0.2795698924731182,112.45490901066772,10458.3065379921,1.04583065379921,0.5932918232073136,0.6003488416183214,0.7985161015009159,0.7015464724645968,65.77518633202426,1.3685335913448546,10.827294295005842,0.59322,2.155745,1.631466,9.172706,1,ETH/USDT | fib=0.486 | rw_lb=8 | 4h_ema=20 | 4h_dist=0.004,3,False,False,False,False,Uses a 4H confirmation filter with EMA 20 and minimum distance 0.004.
81,79,short_cand_061_DOGE_USDT__4h_ema30_dist0.000,DOGE/USDT,short,80,20,0.236,0.686,0.05,0.028,10,True,close_below_ema,30,0.0,"1D, 4H->1D",53,34,0.5849056603773585,2.365923753771072,125.39395894986676,0.0250787917899733,5125.393958949874,5133.054957850525,89.6565954031048,1.7581708040370383,False,9.304010148791194,True,4,79,short_cand_061_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.686,0.05,0.028,10,True,close_below_ema,30,0.0,74,0.3108108108108108,122.24945187878072,9046.459439029772,0.9046459439029774,0.7035104678651621,0.5184669283694228,0.7151469574497872,0.6930235201421073,65.74794913635414,1.2418291959629617,10.695989851208806,0.584906,2.365924,1.758171,9.30401,1,DOGE/USDT | fib=0.686 | rw_lb=10 | 4h_ema=30 | 4h_dist=0.000,5,False,False,False,False,Uses a 4H confirmation filter with EMA 30 and minimum distance 0.000.
82,218,short_cand_078_ETH_USDT__4h_ema20_dist0.004,ETH/USDT,short,80,20,0.236,0.536,0.011,0.023,8,True,close_below_ema,20,0.004,"1D, 4H->1D",66,44,0.5909090909090909,2.137882391859527,141.10023786272876,0.0282200475725457,5141.10023786274,5174.185067686648,86.85582021254868,1.678637680646036,False,8.268353649422435,True,4,218,short_cand_078_ETH_USDT,ETH/USDT,short,80,20,0.236,0.536,0.011,0.023,8,True,close_below_ema,20,0.004,102,0.2941176470588235,-2.655445938641236,-270.8554857414061,-0.0270855485741406,0.5839247905308903,0.5775879601382958,0.7674782787179698,0.7602478326736799,65.43158889987156,1.321362319353964,11.731646350577565,0.590909,2.137882,1.678638,8.268354,1,ETH/USDT | fib=0.536 | rw_lb=8 | 4h_ema=20 | 4h_dist=0.004,4,False,False,False,False,Uses a 4H confirmation filter with EMA 20 and minimum distance 0.004.
83,130,short_cand_076_ETH_USDT__4h_ema25_dist0.004,ETH/USDT,short,75,20,0.236,0.536,0.011,0.023,8,True,close_below_ema,25,0.004,"1D, 4H->1D",72,47,0.5833333333333334,2.171247356061735,156.3298096364449,0.0312659619272889,5156.329809636457,5184.185067686649,86.85582021254868,1.675399683431953,False,7.46285477721636,True,4,130,short_cand_076_ETH_USDT,ETH/USDT,short,75,20,0.236,0.536,0.011,0.023,8,True,close_below_ema,25,0.004,111,0.2882882882882883,73.9718960913056,8210.88046613492,0.821088046613492,0.6014214929269339,0.5029828486204329,0.769608820877651,0.8125326471483776,65.26715282847408,1.324600316568047,12.53714522278364,0.583333,2.171247,1.6754,7.462855,1,ETH/USDT | fib=0.536 | rw_lb=8 | 4h_ema=25 | 4h_dist=0.004,4,False,False,False,False,Uses a 4H confirmation filter with EMA 25 and minimum distance 0.004.
84,217,short_cand_078_ETH_USDT__4h_ema25_dist0.004,ETH/USDT,short,80,20,0.236,0.536,0.011,0.023,8,True,close_below_ema,25,0.004,"1D, 4H->1D",70,46,0.5857142857142857,2.1380448995682606,149.66314296977825,0.0299326285939556,5149.66314296979,5177.518401019982,86.85582021254868,1.677556958473347,False,7.795283752007361,True,4,217,short_cand_078_ETH_USDT,ETH/USDT,short,80,20,0.236,0.536,0.011,0.023,8,True,close_below_ema,25,0.004,110,0.2909090909090909,-1.8641519436794076,-205.0567138047348,-0.0205056713804734,0.5840100101342905,0.5264301693831897,0.7681893738794485,0.7909547308126801,64.78398668312249,1.322443041526653,12.20471624799264,0.585714,2.138045,1.677557,7.795284,1,ETH/USDT | fib=0.536 | rw_lb=8 | 4h_ema=25 | 4h_dist=0.004,4,False,False,False,False,Uses a 4H confirmation filter with EMA 25 and minimum distance 0.004.
