combined_rank,param_id,daily_param_id,source_symbol,side,sma,ema,fib_floor,fib_band,rw,eb,rw_lookback,confirm_enabled,confirm_mode,confirm_ema_period,confirm_min_distance,total_trades,win_rate,expectancy,total_profit,total_return
16,short_cand_067_DOGE_USDT__4h_ema15_dist0.000,short_cand_067_DOGE_USDT,DOGE/USDT,short,70,20,0.236,0.686,0.05,0.028,10,True,close_below_ema,15,0.0,73,0.3287671232876712,191.13949048590646,13953.182805471171,1.3953182805471172
17,short_cand_062_DOGE_USDT__4h_ema15_dist0.000,short_cand_062_DOGE_USDT,DOGE/USDT,short,75,20,0.236,0.686,0.05,0.028,10,True,close_below_ema,15,0.0,72,0.3194444444444444,188.26182507163168,13554.85140515748,1.355485140515748
18,short_cand_079_ETH_USDT__4h_ema15_dist0.008,short_cand_079_ETH_USDT,ETH/USDT,short,75,20,0.236,0.436,0.011,0.023,8,True,close_below_ema,15,0.008,41,0.3170731707317073,185.03349551924654,7586.3733162891085,0.7586373316289109
19,short_cand_071_DOGE_USDT__4h_ema20_dist0.000,short_cand_071_DOGE_USDT,DOGE/USDT,short,70,20,0.236,0.386,0.017,0.033,8,True,close_below_ema,20,0.0,98,0.30612244897959184,184.1284429272374,18044.587406869265,1.8044587406869266
20,short_cand_079_ETH_USDT__4h_ema15_dist0.004,short_cand_079_ETH_USDT,ETH/USDT,short,75,20,0.236,0.436,0.011,0.023,8,True,close_below_ema,15,0.004,54,0.3148148148148148,182.75128924086803,9868.569619006874,0.9868569619006874
21,short_cand_071_DOGE_USDT__4h_ema15_dist0.000,short_cand_071_DOGE_USDT,DOGE/USDT,short,70,20,0.236,0.386,0.017,0.033,8,True,close_below_ema,15,0.0,91,0.3076923076923077,180.18423550767906,16396.765431198794,1.6396765431198794
22,short_cand_079_ETH_USDT__4h_ema20_dist0.004,short_cand_079_ETH_USDT,ETH/USDT,short,75,20,0.236,0.436,0.011,0.023,8,True,close_below_ema,20,0.004,71,0.29577464788732394,175.22483741017777,12440.963456122621,1.244096345612262
23,short_cand_071_DOGE_USDT__4h_ema15_dist0.004,short_cand_071_DOGE_USDT,DOGE/USDT,short,70,20,0.236,0.386,0.017,0.033,8,True,close_below_ema,15,0.004,84,0.32142857142857145,174.80668436674685,14683.761486806736,1.4683761486806737
24,short_cand_079_ETH_USDT__4h_ema20_dist0.000,short_cand_079_ETH_USDT,ETH/USDT,short,75,20,0.236,0.436,0.011,0.023,8,True,close_below_ema,20,0.0,76,0.3026315789473684,171.68476472483957,13048.042119087808,1.3048042119087808
25,short_cand_071_DOGE_USDT__4h_ema25_dist0.008,short_cand_071_DOGE_USDT,DOGE/USDT,short,70,20,0.236,0.386,0.017,0.033,8,True,close_below_ema,25,0.008,91,0.3076923076923077,171.34800369404678,15592.668336158256,1.5592668336158257
26,short_cand_061_DOGE_USDT__4h_ema15_dist0.000,short_cand_061_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.686,0.05,0.028,10,True,close_below_ema,15,0.0,75,0.32,171.04715451540088,12828.536588655066,1.2828536588655066
27,short_cand_068_DOGE_USDT__4h_ema25_dist0.000,short_cand_068_DOGE_USDT,DOGE/USDT,short,75,20,0.236,0.686,0.038,0.018,10,True,close_below_ema,25,0.0,48,0.3125,169.7787952580906,8149.382172388349,0.814938217238835
28,short_cand_071_DOGE_USDT__4h_ema30_dist0.008,short_cand_071_DOGE_USDT,DOGE/USDT,short,70,20,0.236,0.386,0.017,0.033,8,True,close_below_ema,30,0.008,92,0.30434782608695654,169.3768297408506,15582.668336158256,1.5582668336158256
29,short_cand_068_DOGE_USDT__4h_ema30_dist0.000,short_cand_068_DOGE_USDT,DOGE/USDT,short,75,20,0.236,0.686,0.038,0.018,10,True,close_below_ema,30,0.0,51,0.29411764705882354,167.5702325645371,8546.081860791392,0.8546081860791391
30,short_cand_068_DOGE_USDT__4h_ema20_dist0.004,short_cand_068_DOGE_USDT,DOGE/USDT,short,75,20,0.236,0.686,0.038,0.018,10,True,close_below_ema,20,0.004,42,0.3333333333333333,164.2085812327638,6896.760411776079,0.689676041177608
31,short_cand_079_ETH_USDT__4h_ema25_dist0.004,short_cand_079_ETH_USDT,ETH/USDT,short,75,20,0.236,0.436,0.011,0.023,8,True,close_below_ema,25,0.004,76,0.27631578947368424,158.9190176188304,12077.84533903111,1.207784533903111
32,short_cand_079_ETH_USDT__4h_ema25_dist0.000,short_cand_079_ETH_USDT,ETH/USDT,short,75,20,0.236,0.436,0.011,0.023,8,True,close_below_ema,25,0.0,80,0.2875,157.32282901886657,12585.826321509325,1.2585826321509326
33,short_cand_079_ETH_USDT__4h_ema30_dist0.004,short_cand_079_ETH_USDT,ETH/USDT,short,75,20,0.236,0.436,0.011,0.023,8,True,close_below_ema,30,0.004,76,0.27631578947368424,156.86776710385644,11921.95029989309,1.192195029989309
34,short_cand_067_DOGE_USDT__4h_ema15_dist0.004,short_cand_067_DOGE_USDT,DOGE/USDT,short,70,20,0.236,0.686,0.05,0.028,10,True,close_below_ema,15,0.004,66,0.3181818181818182,150.61791402018596,9940.782325332273,0.9940782325332274
35,short_cand_097_LINK_USDT__4h_ema25_dist0.008,short_cand_097_LINK_USDT,LINK/USDT,short,90,20,0.236,0.636,0.041,0.038,8,True,close_below_ema,25,0.008,98,0.336734693877551,149.9660121744807,14696.66919309911,1.469666919309911
36,short_cand_075_DOGE_USDT__4h_ema20_dist0.000,short_cand_075_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.636,0.041,0.028,10,True,close_below_ema,20,0.0,83,0.30120481927710846,149.27174318021795,12389.554683958091,1.238955468395809
37,short_cand_074_DOGE_USDT__4h_ema30_dist0.004,short_cand_074_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.636,0.055,0.048,10,True,close_below_ema,30,0.004,124,0.33064516129032256,148.37523947220987,18398.529694554025,1.8398529694554024
38,short_cand_074_DOGE_USDT__4h_ema30_dist0.008,short_cand_074_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.636,0.055,0.048,10,True,close_below_ema,30,0.008,121,0.32231404958677684,147.15785943199876,17806.10099127185,1.7806100991271852
39,short_cand_097_LINK_USDT__4h_ema20_dist0.008,short_cand_097_LINK_USDT,LINK/USDT,short,90,20,0.236,0.636,0.041,0.038,8,True,close_below_ema,20,0.008,89,0.33707865168539325,147.11683203688403,13093.39805128268,1.309339805128268
40,short_cand_068_DOGE_USDT__4h_ema25_dist0.008,short_cand_068_DOGE_USDT,DOGE/USDT,short,75,20,0.236,0.686,0.038,0.018,10,True,close_below_ema,25,0.008,36,0.3055555555555556,146.96346403136093,5290.684705128993,0.5290684705128993
41,short_cand_079_ETH_USDT__4h_ema30_dist0.000,short_cand_079_ETH_USDT,ETH/USDT,short,75,20,0.236,0.436,0.011,0.023,8,True,close_below_ema,30,0.0,80,0.275,146.91780672728663,11753.42453818293,1.175342453818293
42,short_cand_097_LINK_USDT__4h_ema20_dist0.004,short_cand_097_LINK_USDT,LINK/USDT,short,90,20,0.236,0.636,0.041,0.038,8,True,close_below_ema,20,0.004,98,0.336734693877551,146.01862853783135,14309.825596707473,1.4309825596707473
43,short_cand_074_DOGE_USDT__4h_ema25_dist0.000,short_cand_074_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.636,0.055,0.048,10,True,close_below_ema,25,0.0,124,0.33064516129032256,145.24494164480893,18010.372763956308,1.8010372763956308
44,short_cand_075_DOGE_USDT__4h_ema15_dist0.000,short_cand_075_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.636,0.041,0.028,10,True,close_below_ema,15,0.0,82,0.3048780487804878,145.17891190532166,11904.670776236375,1.1904670776236375
45,short_cand_068_DOGE_USDT__4h_ema30_dist0.004,short_cand_068_DOGE_USDT,DOGE/USDT,short,75,20,0.236,0.686,0.038,0.018,10,True,close_below_ema,30,0.004,47,0.2978723404255319,144.9090459780169,6810.725160966795,0.6810725160966795
46,short_cand_082_ETH_USDT__4h_ema20_dist0.000,short_cand_082_ETH_USDT,ETH/USDT,short,75,20,0.236,0.486,0.011,0.023,8,True,close_below_ema,20,0.0,99,0.29292929292929293,144.68282521239402,14323.599696027008,1.4323599696027007
47,short_cand_074_DOGE_USDT__4h_ema20_dist0.000,short_cand_074_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.636,0.055,0.048,10,True,close_below_ema,20,0.0,120,0.325,144.2213972837006,17306.567674044072,1.7306567674044073
48,short_cand_074_DOGE_USDT__4h_ema20_dist0.004,short_cand_074_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.636,0.055,0.048,10,True,close_below_ema,20,0.004,119,0.3277310924369748,143.26911416544667,17049.024585688152,1.7049024585688153
49,short_cand_068_DOGE_USDT__4h_ema25_dist0.004,short_cand_068_DOGE_USDT,DOGE/USDT,short,75,20,0.236,0.686,0.038,0.018,10,True,close_below_ema,25,0.004,46,0.30434782608695654,142.80515280485253,6569.037029023217,0.6569037029023217
50,short_cand_097_LINK_USDT__4h_ema25_dist0.004,short_cand_097_LINK_USDT,LINK/USDT,short,90,20,0.236,0.636,0.041,0.038,8,True,close_below_ema,25,0.004,101,0.33663366336633666,140.7137713230523,14212.090903628283,1.4212090903628283
51,short_cand_097_LINK_USDT__4h_ema30_dist0.004,short_cand_097_LINK_USDT,LINK/USDT,short,90,20,0.236,0.636,0.041,0.038,8,True,close_below_ema,30,0.004,103,0.34951456310679613,139.47964778538835,14366.403721895,1.4366403721895
52,short_cand_062_DOGE_USDT__4h_ema30_dist0.004,short_cand_062_DOGE_USDT,DOGE/USDT,short,75,20,0.236,0.686,0.05,0.028,10,True,close_below_ema,30,0.004,70,0.3142857142857143,139.34372148204892,9754.060503743425,0.9754060503743425
53,short_cand_074_DOGE_USDT__4h_ema25_dist0.008,short_cand_074_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.636,0.055,0.048,10,True,close_below_ema,25,0.008,118,0.3135593220338983,138.84487849310713,16383.695662186641,1.6383695662186641
54,short_cand_074_DOGE_USDT__4h_ema25_dist0.004,short_cand_074_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.636,0.055,0.048,10,True,close_below_ema,25,0.004,121,0.32231404958677684,138.18650578978506,16720.567200563994,1.6720567200563994
55,short_cand_079_ETH_USDT__4h_ema25_dist0.008,short_cand_079_ETH_USDT,ETH/USDT,short,75,20,0.236,0.436,0.011,0.023,8,True,close_below_ema,25,0.008,70,0.2857142857142857,136.6503665866928,9565.525661068496,0.9565525661068496
56,short_cand_097_LINK_USDT__4h_ema30_dist0.008,short_cand_097_LINK_USDT,LINK/USDT,short,90,20,0.236,0.636,0.041,0.038,8,True,close_below_ema,30,0.008,103,0.33980582524271846,136.08440546011605,14016.693762391953,1.4016693762391954
57,short_cand_067_DOGE_USDT__4h_ema15_dist0.008,short_cand_067_DOGE_USDT,DOGE/USDT,short,70,20,0.236,0.686,0.05,0.028,10,True,close_below_ema,15,0.008,56,0.32142857142857145,135.47709717807555,7586.7174419722305,0.758671744197223
58,short_cand_097_LINK_USDT__4h_ema20_dist0.000,short_cand_097_LINK_USDT,LINK/USDT,short,90,20,0.236,0.636,0.041,0.038,8,True,close_below_ema,20,0.0,102,0.3431372549019608,134.40764396515556,13709.579684445865,1.3709579684445865
59,short_cand_097_LINK_USDT__4h_ema15_dist0.004,short_cand_097_LINK_USDT,LINK/USDT,short,90,20,0.236,0.636,0.041,0.038,8,True,close_below_ema,15,0.004,97,0.3402061855670103,133.72620348454055,12971.441738000434,1.2971441738000433
60,short_cand_062_DOGE_USDT__4h_ema25_dist0.004,short_cand_062_DOGE_USDT,DOGE/USDT,short,75,20,0.236,0.686,0.05,0.028,10,True,close_below_ema,25,0.004,70,0.3142857142857143,133.72097878204596,9360.468514743217,0.9360468514743218
61,short_cand_097_LINK_USDT__4h_ema25_dist0.000,short_cand_097_LINK_USDT,LINK/USDT,short,90,20,0.236,0.636,0.041,0.038,8,True,close_below_ema,25,0.0,105,0.34285714285714286,133.446209941874,14011.85204389677,1.401185204389677
62,short_cand_062_DOGE_USDT__4h_ema20_dist0.004,short_cand_062_DOGE_USDT,DOGE/USDT,short,75,20,0.236,0.686,0.05,0.028,10,True,close_below_ema,20,0.004,70,0.3142857142857143,132.87360076222816,9301.15205335597,0.9301152053355971
63,short_cand_067_DOGE_USDT__4h_ema30_dist0.004,short_cand_067_DOGE_USDT,DOGE/USDT,short,70,20,0.236,0.686,0.05,0.028,10,True,close_below_ema,30,0.004,73,0.3150684931506849,132.46097971837992,9669.651519441733,0.9669651519441733
64,short_cand_097_LINK_USDT__4h_ema30_dist0.000,short_cand_097_LINK_USDT,LINK/USDT,short,90,20,0.236,0.636,0.041,0.038,8,True,close_below_ema,30,0.0,106,0.33962264150943394,132.0929438103469,14001.85204389677,1.400185204389677
65,short_cand_062_DOGE_USDT__4h_ema25_dist0.000,short_cand_062_DOGE_USDT,DOGE/USDT,short,75,20,0.236,0.686,0.05,0.028,10,True,close_below_ema,25,0.0,71,0.30985915492957744,130.51845342171453,9266.810192941732,0.9266810192941731
66,short_cand_070_DOGE_USDT__4h_ema20_dist0.000,short_cand_070_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.686,0.044,0.028,10,True,close_below_ema,20,0.0,88,0.29545454545454547,130.21870220856388,11459.245794353623,1.1459245794353623
67,short_cand_068_DOGE_USDT__4h_ema30_dist0.008,short_cand_068_DOGE_USDT,DOGE/USDT,short,75,20,0.236,0.686,0.038,0.018,10,True,close_below_ema,30,0.008,39,0.28205128205128205,129.56898310689428,5053.190341168877,0.5053190341168877
68,short_cand_082_ETH_USDT__4h_ema15_dist0.000,short_cand_082_ETH_USDT,ETH/USDT,short,75,20,0.236,0.486,0.011,0.023,8,True,close_below_ema,15,0.0,91,0.2967032967032967,128.53290573160757,11696.49442157629,1.169649442157629
69,short_cand_062_DOGE_USDT__4h_ema15_dist0.004,short_cand_062_DOGE_USDT,DOGE/USDT,short,75,20,0.236,0.686,0.05,0.028,10,True,close_below_ema,15,0.004,66,0.30303030303030304,128.11433261017513,8455.54595227156,0.8455545952271559
70,short_cand_062_DOGE_USDT__4h_ema30_dist0.000,short_cand_062_DOGE_USDT,DOGE/USDT,short,75,20,0.236,0.686,0.05,0.028,10,True,close_below_ema,30,0.0,73,0.3150684931506849,127.57467538157616,9312.95130285506,0.9312951302855059
71,short_cand_074_DOGE_USDT__4h_ema30_dist0.000,short_cand_074_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.636,0.055,0.048,10,True,close_below_ema,30,0.0,128,0.328125,127.3991650254586,16307.0931232587,1.63070931232587
72,short_cand_067_DOGE_USDT__4h_ema25_dist0.004,short_cand_067_DOGE_USDT,DOGE/USDT,short,70,20,0.236,0.686,0.05,0.028,10,True,close_below_ema,25,0.004,73,0.3150684931506849,127.06930863618526,9276.059530441524,0.9276059530441524
73,short_cand_079_ETH_USDT__4h_ema30_dist0.008,short_cand_079_ETH_USDT,ETH/USDT,short,75,20,0.236,0.436,0.011,0.023,8,True,close_below_ema,30,0.008,72,0.2777777777777778,127.02395680263311,9145.724889789584,0.9145724889789584
74,short_cand_067_DOGE_USDT__4h_ema20_dist0.004,short_cand_067_DOGE_USDT,DOGE/USDT,short,70,20,0.236,0.686,0.05,0.028,10,True,close_below_ema,20,0.004,73,0.3150684931506849,126.25675437060656,9216.743069054279,0.9216743069054278
75,short_cand_061_DOGE_USDT__4h_ema30_dist0.004,short_cand_061_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.686,0.05,0.028,10,True,close_below_ema,30,0.004,72,0.3055555555555556,125.42887402409275,9030.878929734678,0.9030878929734677
76,short_cand_074_DOGE_USDT__4h_ema15_dist0.000,short_cand_074_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.636,0.055,0.048,10,True,close_below_ema,15,0.0,122,0.319672131147541,125.37092902536206,15295.25334109417,1.529525334109417
77,short_cand_067_DOGE_USDT__4h_ema25_dist0.000,short_cand_067_DOGE_USDT,DOGE/USDT,short,70,20,0.236,0.686,0.05,0.028,10,True,close_below_ema,25,0.0,74,0.3108108108108108,124.08650281946,9182.40120864004,0.918240120864004
78,short_cand_074_DOGE_USDT__4h_ema15_dist0.008,short_cand_074_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.636,0.055,0.048,10,True,close_below_ema,15,0.008,110,0.3181818181818182,123.26579648218261,13559.237613040086,1.3559237613040087
79,short_cand_061_DOGE_USDT__4h_ema30_dist0.000,short_cand_061_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.686,0.05,0.028,10,True,close_below_ema,30,0.0,74,0.3108108108108108,122.24945187878072,9046.459439029773,0.9046459439029774
80,short_cand_067_DOGE_USDT__4h_ema30_dist0.000,short_cand_067_DOGE_USDT,DOGE/USDT,short,70,20,0.236,0.686,0.05,0.028,10,True,close_below_ema,30,0.0,76,0.3157894736842105,121.428188402018,9228.542318553367,0.9228542318553368
81,short_cand_062_DOGE_USDT__4h_ema30_dist0.008,short_cand_062_DOGE_USDT,DOGE/USDT,short,75,20,0.236,0.686,0.05,0.028,10,True,close_below_ema,30,0.008,66,0.30303030303030304,119.78975818001018,7906.124039880672,0.7906124039880672
82,short_cand_061_DOGE_USDT__4h_ema25_dist0.004,short_cand_061_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.686,0.05,0.028,10,True,close_below_ema,25,0.004,72,0.3055555555555556,119.38132724661331,8595.455561756158,0.8595455561756158
83,short_cand_061_DOGE_USDT__4h_ema20_dist0.004,short_cand_061_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.686,0.05,0.028,10,True,close_below_ema,20,0.004,72,0.3055555555555556,118.55748750512379,8536.139100368913,0.8536139100368914
84,short_cand_097_LINK_USDT__4h_ema15_dist0.000,short_cand_097_LINK_USDT,LINK/USDT,short,90,20,0.236,0.636,0.041,0.038,8,True,close_below_ema,15,0.0,103,0.3300970873786408,117.33153374844296,12085.147976089625,1.2085147976089625
85,short_cand_061_DOGE_USDT__4h_ema25_dist0.000,short_cand_061_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.686,0.05,0.028,10,True,close_below_ema,25,0.0,73,0.3013698630136986,116.46297588979006,8501.797239954674,0.8501797239954675
86,short_cand_079_ETH_USDT__4h_ema20_dist0.008,short_cand_079_ETH_USDT,ETH/USDT,short,75,20,0.236,0.436,0.011,0.023,8,True,close_below_ema,20,0.008,59,0.288135593220339,115.84263883456967,6834.71569123961,0.683471569123961
87,short_cand_074_DOGE_USDT__4h_ema15_dist0.004,short_cand_074_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.636,0.055,0.048,10,True,close_below_ema,15,0.004,116,0.3103448275862069,114.54977958374886,13287.774431714868,1.3287774431714867
88,short_cand_067_DOGE_USDT__4h_ema30_dist0.008,short_cand_067_DOGE_USDT,DOGE/USDT,short,70,20,0.236,0.686,0.05,0.028,10,True,close_below_ema,30,0.008,69,0.30434782608695654,113.35818921128957,7821.71505557898,0.782171505557898
89,short_cand_076_ETH_USDT__4h_ema20_dist0.000,short_cand_076_ETH_USDT,ETH/USDT,short,75,20,0.236,0.536,0.011,0.023,8,True,close_below_ema,20,0.0,108,0.3055555555555556,113.29164368447574,12235.49751792338,1.2235497517923382
90,short_cand_061_DOGE_USDT__4h_ema15_dist0.004,short_cand_061_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.686,0.05,0.028,10,True,close_below_ema,15,0.004,68,0.29411764705882354,113.09607351888972,7690.532999284501,0.7690532999284501
91,short_cand_082_ETH_USDT__4h_ema20_dist0.004,short_cand_082_ETH_USDT,ETH/USDT,short,75,20,0.236,0.486,0.011,0.023,8,True,close_below_ema,20,0.004,93,0.27956989247311825,112.45490901066773,10458.306537992099,1.04583065379921
92,short_cand_070_DOGE_USDT__4h_ema15_dist0.000,short_cand_070_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.686,0.044,0.028,10,True,close_below_ema,15,0.0,88,0.29545454545454547,111.11061496791739,9777.73411717673,0.977773411717673
93,short_cand_074_DOGE_USDT__4h_ema20_dist0.008,short_cand_074_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.636,0.055,0.048,10,True,close_below_ema,20,0.008,114,0.30701754385964913,110.5594771888835,12603.78039953272,1.260378039953272
94,short_cand_062_DOGE_USDT__4h_ema25_dist0.008,short_cand_062_DOGE_USDT,DOGE/USDT,short,75,20,0.236,0.686,0.05,0.028,10,True,close_below_ema,25,0.008,65,0.2923076923076923,107.85416737536296,7010.520879398592,0.7010520879398592
95,short_cand_082_ETH_USDT__4h_ema30_dist0.004,short_cand_082_ETH_USDT,ETH/USDT,short,75,20,0.236,0.486,0.011,0.023,8,True,close_below_ema,30,0.004,99,0.2727272727272727,107.3420789137843,10626.865812464646,1.0626865812464645
96,short_cand_082_ETH_USDT__4h_ema25_dist0.000,short_cand_082_ETH_USDT,ETH/USDT,short,75,20,0.236,0.486,0.011,0.023,8,True,close_below_ema,25,0.0,103,0.2815533980582524,107.1863908260911,11040.198255087384,1.1040198255087383
97,short_cand_082_ETH_USDT__4h_ema25_dist0.004,short_cand_082_ETH_USDT,ETH/USDT,short,75,20,0.236,0.486,0.011,0.023,8,True,close_below_ema,25,0.004,99,0.2727272727272727,103.98221982263529,10294.239762440893,1.0294239762440893
98,short_cand_088_ETH_USDT__4h_ema20_dist0.000,short_cand_088_ETH_USDT,ETH/USDT,short,75,20,0.236,0.586,0.011,0.023,8,True,close_below_ema,20,0.0,123,0.3170731707317073,103.88946030968388,12778.403618091117,1.2778403618091116
99,short_cand_082_ETH_USDT__4h_ema30_dist0.000,short_cand_082_ETH_USDT,ETH/USDT,short,75,20,0.236,0.486,0.011,0.023,8,True,close_below_ema,30,0.0,103,0.27184466019417475,103.84774330992971,10696.31756092276,1.0696317560922761
100,short_cand_082_ETH_USDT__4h_ema15_dist0.004,short_cand_082_ETH_USDT,ETH/USDT,short,75,20,0.236,0.486,0.011,0.023,8,True,close_below_ema,15,0.004,76,0.2894736842105263,103.76919427941182,7886.458765235298,0.7886458765235298
101,short_cand_061_DOGE_USDT__4h_ema25_dist0.008,short_cand_061_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.686,0.05,0.028,10,True,close_below_ema,25,0.008,66,0.2878787878787879,102.18225781171677,6744.029015573306,0.6744029015573306
102,short_cand_067_DOGE_USDT__4h_ema25_dist0.008,short_cand_067_DOGE_USDT,DOGE/USDT,short,70,20,0.236,0.686,0.05,0.028,10,True,close_below_ema,25,0.008,68,0.29411764705882354,101.85458669260147,6926.1118950969,0.69261118950969
103,short_cand_061_DOGE_USDT__4h_ema30_dist0.008,short_cand_061_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.686,0.05,0.028,10,True,close_below_ema,30,0.008,68,0.29411764705882354,101.09119593144554,6874.201323338297,0.6874201323338297
104,short_cand_063_DOGE_USDT__4h_ema20_dist0.000,short_cand_063_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.636,0.05,0.043,10,True,close_below_ema,20,0.0,124,0.33064516129032256,100.55668566331097,12469.029022250561,1.2469029022250562
105,short_cand_097_LINK_USDT__4h_ema15_dist0.008,short_cand_097_LINK_USDT,LINK/USDT,short,90,20,0.236,0.636,0.041,0.038,8,True,close_below_ema,15,0.008,88,0.3181818181818182,100.46039707659806,8840.514942740629,0.8840514942740628
106,short_cand_062_DOGE_USDT__4h_ema15_dist0.008,short_cand_062_DOGE_USDT,DOGE/USDT,short,75,20,0.236,0.686,0.05,0.028,10,True,close_below_ema,15,0.008,57,0.2982456140350877,99.2802028632999,5658.971563208094,0.5658971563208094
107,short_cand_082_ETH_USDT__4h_ema25_dist0.008,short_cand_082_ETH_USDT,ETH/USDT,short,75,20,0.236,0.486,0.011,0.023,8,True,close_below_ema,25,0.008,90,0.2777777777777778,97.77880719402563,8800.092647462307,0.8800092647462306
108,short_cand_082_ETH_USDT__4h_ema30_dist0.008,short_cand_082_ETH_USDT,ETH/USDT,short,75,20,0.236,0.486,0.011,0.023,8,True,close_below_ema,30,0.008,93,0.26881720430107525,90.46587553320448,8413.326424588016,0.8413326424588017
109,short_cand_088_ETH_USDT__4h_ema15_dist0.000,short_cand_088_ETH_USDT,ETH/USDT,short,75,20,0.236,0.586,0.011,0.023,8,True,close_below_ema,15,0.0,114,0.30701754385964913,88.70760290463163,10112.666731128005,1.0112666731128006
110,short_cand_075_DOGE_USDT__4h_ema30_dist0.000,short_cand_075_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.636,0.041,0.028,10,True,close_below_ema,30,0.0,90,0.28888888888888886,88.69099415619223,7982.189474057301,0.7982189474057301
111,short_cand_063_DOGE_USDT__4h_ema15_dist0.000,short_cand_063_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.636,0.05,0.043,10,True,close_below_ema,15,0.0,125,0.328,88.63999578601253,11079.999473251566,1.1079999473251565
112,short_cand_076_ETH_USDT__4h_ema15_dist0.000,short_cand_076_ETH_USDT,ETH/USDT,short,75,20,0.236,0.536,0.011,0.023,8,True,close_below_ema,15,0.0,100,0.29,88.36196977585078,8836.196977585078,0.8836196977585078
113,short_cand_075_DOGE_USDT__4h_ema15_dist0.004,short_cand_075_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.636,0.041,0.028,10,True,close_below_ema,15,0.004,74,0.2702702702702703,85.2054322821475,6305.201988878915,0.6305201988878915
114,short_cand_082_ETH_USDT__4h_ema20_dist0.008,short_cand_082_ETH_USDT,ETH/USDT,short,75,20,0.236,0.486,0.011,0.023,8,True,close_below_ema,20,0.008,77,0.2857142857142857,83.74550271924787,6448.403709382086,0.6448403709382086
115,short_cand_075_DOGE_USDT__4h_ema25_dist0.008,short_cand_075_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.636,0.041,0.028,10,True,close_below_ema,25,0.008,76,0.27631578947368424,83.11594389108622,6316.811735722553,0.6316811735722553
116,short_cand_061_DOGE_USDT__4h_ema15_dist0.008,short_cand_061_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.686,0.05,0.028,10,True,close_below_ema,15,0.008,59,0.288135593220339,82.94845102069553,4893.958610221036,0.4893958610221036
117,short_cand_076_ETH_USDT__4h_ema20_dist0.004,short_cand_076_ETH_USDT,ETH/USDT,short,75,20,0.236,0.536,0.011,0.023,8,True,close_below_ema,20,0.004,102,0.29411764705882354,82.06082705773012,8370.204359888472,0.8370204359888472
118,short_cand_075_DOGE_USDT__4h_ema30_dist0.008,short_cand_075_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.636,0.041,0.028,10,True,close_below_ema,30,0.008,80,0.2875,80.77158656606495,6461.726925285197,0.6461726925285196
119,short_cand_075_DOGE_USDT__4h_ema30_dist0.004,short_cand_075_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.636,0.041,0.028,10,True,close_below_ema,30,0.004,85,0.2823529411764706,80.1493454499734,6812.694363247739,0.6812694363247739
120,short_cand_070_DOGE_USDT__4h_ema30_dist0.000,short_cand_070_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.686,0.044,0.028,10,True,close_below_ema,30,0.0,92,0.29347826086956524,77.88629245928605,7165.538906254316,0.7165538906254316
121,short_cand_076_ETH_USDT__4h_ema25_dist0.000,short_cand_076_ETH_USDT,ETH/USDT,short,75,20,0.236,0.536,0.011,0.023,8,True,close_below_ema,25,0.0,115,0.2956521739130435,77.88555616331662,8956.83895878141,0.8956838958781411
122,short_cand_088_ETH_USDT__4h_ema20_dist0.004,short_cand_088_ETH_USDT,ETH/USDT,short,75,20,0.236,0.586,0.011,0.023,8,True,close_below_ema,20,0.004,115,0.30434782608695654,77.15514409978626,8872.84157147542,0.8872841571475419
