symbol,sma,ema,fib_floor,fib_band,rw,eb,rw_lookback,total_return,total_trades,win_rate,expectancy
SOL/USDT,35,20,0.236,0.386,0.005,0.058,12,1.6433903700961128,16,0.375,1027.1189813100705
SOL/USDT,35,20,0.236,0.386,0.002,0.063,12,1.6433903700961128,16,0.375,1027.1189813100705
SOL/USDT,35,20,0.236,0.386,0.005,0.063,12,1.6433903700961128,16,0.375,1027.1189813100705
SOL/USDT,35,20,0.236,0.386,0.002,0.068,12,1.6433903700961128,16,0.375,1027.1189813100705
SOL/USDT,35,20,0.236,0.386,0.005,0.068,12,1.6433903700961128,16,0.375,1027.1189813100705
SOL/USDT,55,20,0.236,0.386,0.002,0.068,8,1.4365612389301323,14,0.4285714285714285,1026.1151706643802
SOL/USDT,55,20,0.236,0.386,0.005,0.068,8,1.4365612389301323,14,0.4285714285714285,1026.1151706643802
SOL/USDT,55,20,0.236,0.386,0.002,0.07,8,1.4365612389301323,14,0.4285714285714285,1026.1151706643802
SOL/USDT,55,20,0.236,0.386,0.005,0.07,8,1.4365612389301323,14,0.4285714285714285,1026.1151706643802
SOL/USDT,65,20,0.236,0.436,0.026,0.028,8,1.6401370805524127,16,0.375,1025.085675345258
SOL/USDT,65,20,0.236,0.436,0.026,0.033,8,1.6401370805524127,16,0.375,1025.085675345258
SOL/USDT,70,20,0.236,0.436,0.026,0.028,8,1.6401370805524127,16,0.375,1025.085675345258
SOL/USDT,70,20,0.236,0.436,0.026,0.033,8,1.6401370805524127,16,0.375,1025.085675345258
SOL/USDT,60,20,0.236,0.386,0.002,0.068,8,1.4337746877783817,14,0.4285714285714285,1024.124776984558
SOL/USDT,60,20,0.236,0.386,0.005,0.068,8,1.4337746877783817,14,0.4285714285714285,1024.124776984558
SOL/USDT,60,20,0.236,0.386,0.002,0.07,8,1.4337746877783817,14,0.4285714285714285,1024.124776984558
SOL/USDT,60,20,0.236,0.386,0.005,0.07,8,1.4337746877783817,14,0.4285714285714285,1024.124776984558
SOL/USDT,30,20,0.236,0.386,0.002,0.07,12,1.635743662971642,16,0.375,1022.3397893572762
SOL/USDT,30,20,0.236,0.386,0.005,0.07,12,1.635743662971642,16,0.375,1022.3397893572762
SOL/USDT,35,20,0.236,0.386,0.002,0.07,12,1.635743662971642,16,0.375,1022.3397893572762
SOL/USDT,35,20,0.236,0.386,0.005,0.07,12,1.635743662971642,16,0.375,1022.3397893572762
SOL/USDT,80,20,0.236,0.436,0.026,0.038,8,1.6153496336286275,16,0.375,1009.5935210178924
SOL/USDT,85,20,0.236,0.436,0.026,0.038,8,1.6153496336286275,16,0.375,1009.5935210178924
SOL/USDT,35,20,0.236,0.386,0.002,0.043,8,1.5027815760088743,15,0.4,1001.854384005916
SOL/USDT,35,20,0.236,0.386,0.005,0.043,8,1.5027815760088743,15,0.4,1001.854384005916
SOL/USDT,35,20,0.236,0.386,0.002,0.048,8,1.5027815760088743,15,0.4,1001.854384005916
SOL/USDT,35,20,0.236,0.386,0.005,0.048,8,1.5027815760088743,15,0.4,1001.854384005916
SOL/USDT,35,20,0.236,0.386,0.002,0.053,8,1.5027815760088743,15,0.4,1001.854384005916
SOL/USDT,35,20,0.236,0.386,0.005,0.053,8,1.5027815760088743,15,0.4,1001.854384005916
SOL/USDT,35,20,0.236,0.386,0.002,0.058,8,1.5027815760088743,15,0.4,1001.854384005916
SOL/USDT,35,20,0.236,0.386,0.005,0.058,8,1.5027815760088743,15,0.4,1001.854384005916
SOL/USDT,35,20,0.236,0.386,0.002,0.063,8,1.5027815760088743,15,0.4,1001.854384005916
SOL/USDT,35,20,0.236,0.386,0.005,0.063,8,1.5027815760088743,15,0.4,1001.854384005916
SOL/USDT,40,20,0.236,0.386,0.002,0.043,8,1.5027815760088743,15,0.4,1001.854384005916
SOL/USDT,40,20,0.236,0.386,0.005,0.043,8,1.5027815760088743,15,0.4,1001.854384005916
SOL/USDT,40,20,0.236,0.386,0.002,0.048,8,1.5027815760088743,15,0.4,1001.854384005916
SOL/USDT,40,20,0.236,0.386,0.005,0.048,8,1.5027815760088743,15,0.4,1001.854384005916
SOL/USDT,40,20,0.236,0.386,0.002,0.053,8,1.5027815760088743,15,0.4,1001.854384005916
SOL/USDT,40,20,0.236,0.386,0.005,0.053,8,1.5027815760088743,15,0.4,1001.854384005916
SOL/USDT,40,20,0.236,0.386,0.002,0.058,8,1.5027815760088743,15,0.4,1001.854384005916
SOL/USDT,40,20,0.236,0.386,0.005,0.058,8,1.5027815760088743,15,0.4,1001.854384005916
SOL/USDT,40,20,0.236,0.386,0.002,0.063,8,1.5027815760088743,15,0.4,1001.854384005916
SOL/USDT,40,20,0.236,0.386,0.005,0.063,8,1.5027815760088743,15,0.4,1001.854384005916
SOL/USDT,90,20,0.236,0.436,0.026,0.043,8,1.59657010554255,16,0.375,997.8563159640936
SOL/USDT,45,20,0.236,0.386,0.002,0.043,8,1.396404536386511,14,0.3571428571428571,997.4318117046508
SOL/USDT,45,20,0.236,0.386,0.005,0.043,8,1.396404536386511,14,0.3571428571428571,997.4318117046508
SOL/USDT,45,20,0.236,0.386,0.002,0.048,8,1.396404536386511,14,0.3571428571428571,997.4318117046508
SOL/USDT,45,20,0.236,0.386,0.005,0.048,8,1.396404536386511,14,0.3571428571428571,997.4318117046508
SOL/USDT,45,20,0.236,0.386,0.002,0.053,8,1.396404536386511,14,0.3571428571428571,997.4318117046508
SOL/USDT,45,20,0.236,0.386,0.005,0.053,8,1.396404536386511,14,0.3571428571428571,997.4318117046508
SOL/USDT,45,20,0.236,0.386,0.002,0.058,8,1.396404536386511,14,0.3571428571428571,997.4318117046508
SOL/USDT,45,20,0.236,0.386,0.005,0.058,8,1.396404536386511,14,0.3571428571428571,997.4318117046508
SOL/USDT,45,20,0.236,0.386,0.002,0.063,8,1.396404536386511,14,0.3571428571428571,997.4318117046508
SOL/USDT,45,20,0.236,0.386,0.005,0.063,8,1.396404536386511,14,0.3571428571428571,997.4318117046508
SOL/USDT,50,20,0.236,0.386,0.002,0.043,8,1.396404536386511,14,0.3571428571428571,997.4318117046508
SOL/USDT,50,20,0.236,0.386,0.005,0.043,8,1.396404536386511,14,0.3571428571428571,997.4318117046508
SOL/USDT,50,20,0.236,0.386,0.002,0.048,8,1.396404536386511,14,0.3571428571428571,997.4318117046508
SOL/USDT,50,20,0.236,0.386,0.005,0.048,8,1.396404536386511,14,0.3571428571428571,997.4318117046508
SOL/USDT,50,20,0.236,0.386,0.002,0.053,8,1.396404536386511,14,0.3571428571428571,997.4318117046508
SOL/USDT,50,20,0.236,0.386,0.005,0.053,8,1.396404536386511,14,0.3571428571428571,997.4318117046508
SOL/USDT,50,20,0.236,0.386,0.002,0.058,8,1.396404536386511,14,0.3571428571428571,997.4318117046508
SOL/USDT,50,20,0.236,0.386,0.005,0.058,8,1.396404536386511,14,0.3571428571428571,997.4318117046508
SOL/USDT,50,20,0.236,0.386,0.002,0.063,8,1.396404536386511,14,0.3571428571428571,997.4318117046508
SOL/USDT,50,20,0.236,0.386,0.005,0.063,8,1.396404536386511,14,0.3571428571428571,997.4318117046508
SOL/USDT,30,20,0.236,0.436,0.005,0.023,8,1.7832198558322252,18,0.3888888888888889,990.6776976845696
SOL/USDT,75,20,0.236,0.436,0.026,0.038,8,1.584156819417662,16,0.375,990.0980121360388
SOL/USDT,35,20,0.236,0.436,0.014,0.023,8,1.7778025297096305,18,0.3888888888888889,987.6680720609058
SOL/USDT,35,20,0.236,0.436,0.017,0.023,8,1.7778025297096305,18,0.3888888888888889,987.6680720609058
SOL/USDT,35,20,0.236,0.436,0.02,0.023,8,1.7778025297096305,18,0.3888888888888889,987.6680720609058
SOL/USDT,40,20,0.236,0.436,0.014,0.023,8,1.7778025297096305,18,0.3888888888888889,987.6680720609058
SOL/USDT,40,20,0.236,0.436,0.017,0.023,8,1.7778025297096305,18,0.3888888888888889,987.6680720609058
SOL/USDT,40,20,0.236,0.436,0.02,0.023,8,1.7778025297096305,18,0.3888888888888889,987.6680720609058
SOL/USDT,80,20,0.236,0.436,0.014,0.028,8,1.575887227021133,16,0.375,984.929516888208
SOL/USDT,80,20,0.236,0.436,0.017,0.028,8,1.575887227021133,16,0.375,984.929516888208
SOL/USDT,80,20,0.236,0.436,0.02,0.028,8,1.575887227021133,16,0.375,984.929516888208
SOL/USDT,80,20,0.236,0.436,0.023,0.028,8,1.575887227021133,16,0.375,984.929516888208
SOL/USDT,80,20,0.236,0.436,0.023,0.033,8,1.575887227021133,16,0.375,984.929516888208
SOL/USDT,85,20,0.236,0.436,0.014,0.028,8,1.575887227021133,16,0.375,984.929516888208
SOL/USDT,85,20,0.236,0.436,0.017,0.028,8,1.575887227021133,16,0.375,984.929516888208
SOL/USDT,85,20,0.236,0.436,0.02,0.028,8,1.575887227021133,16,0.375,984.929516888208
SOL/USDT,85,20,0.236,0.436,0.023,0.028,8,1.575887227021133,16,0.375,984.929516888208
SOL/USDT,85,20,0.236,0.436,0.023,0.033,8,1.575887227021133,16,0.375,984.929516888208
SOL/USDT,90,20,0.236,0.436,0.005,0.028,8,1.5726924563346274,16,0.375,982.932785209142
SOL/USDT,90,20,0.236,0.436,0.02,0.033,8,1.5722867566317245,16,0.375,982.6792228948276
SOL/USDT,90,20,0.236,0.436,0.023,0.038,8,1.57100019872909,16,0.375,981.8751242056812
SOL/USDT,35,20,0.236,0.436,0.026,0.023,8,1.6677288727980266,17,0.3529411764705882,981.0169839988392
SOL/USDT,40,20,0.236,0.436,0.026,0.023,8,1.6677288727980266,17,0.3529411764705882,981.0169839988392
SOL/USDT,35,20,0.236,0.436,0.008,0.023,8,1.7627789408796486,18,0.3888888888888889,979.3216338220268
SOL/USDT,35,20,0.236,0.436,0.011,0.023,8,1.7627789408796486,18,0.3888888888888889,979.3216338220268
SOL/USDT,40,20,0.236,0.436,0.008,0.023,8,1.7627789408796486,18,0.3888888888888889,979.3216338220268
SOL/USDT,40,20,0.236,0.436,0.011,0.023,8,1.7627789408796486,18,0.3888888888888889,979.3216338220268
SOL/USDT,30,20,0.236,0.436,0.014,0.028,8,1.858427945305502,19,0.4736842105263157,978.119971213422
SOL/USDT,30,20,0.236,0.436,0.017,0.028,8,1.756191539525022,18,0.4444444444444444,975.66196640279
SOL/USDT,30,20,0.236,0.436,0.02,0.028,8,1.756191539525022,18,0.4444444444444444,975.66196640279
SOL/USDT,80,20,0.236,0.436,0.008,0.028,8,1.5608636381911511,16,0.375,975.5397738694694
SOL/USDT,80,20,0.236,0.436,0.011,0.028,8,1.5608636381911511,16,0.375,975.5397738694694
SOL/USDT,85,20,0.236,0.436,0.008,0.028,8,1.5608636381911511,16,0.375,975.5397738694694
SOL/USDT,85,20,0.236,0.436,0.011,0.028,8,1.5608636381911511,16,0.375,975.5397738694694
SOL/USDT,90,20,0.236,0.436,0.014,0.033,8,1.5539154864908746,16,0.375,971.1971790567966
SOL/USDT,90,20,0.236,0.436,0.017,0.033,8,1.5539154864908746,16,0.375,971.1971790567966
SOL/USDT,30,20,0.236,0.436,0.008,0.028,8,1.84340435647552,19,0.4736842105263157,970.212819197642
SOL/USDT,30,20,0.236,0.436,0.011,0.028,8,1.84340435647552,19,0.4736842105263157,970.212819197642
SOL/USDT,30,20,0.236,0.436,0.026,0.028,8,1.6461178826134186,17,0.4117647058823529,968.3046368314228
SOL/USDT,30,20,0.236,0.436,0.026,0.033,8,1.6461178826134186,17,0.4117647058823529,968.3046368314228
SOL/USDT,75,20,0.236,0.436,0.014,0.028,8,1.5446944128101676,16,0.375,965.4340080063548
SOL/USDT,75,20,0.236,0.436,0.017,0.028,8,1.5446944128101676,16,0.375,965.4340080063548
SOL/USDT,75,20,0.236,0.436,0.02,0.028,8,1.5446944128101676,16,0.375,965.4340080063548
SOL/USDT,75,20,0.236,0.436,0.023,0.028,8,1.5446944128101676,16,0.375,965.4340080063548
SOL/USDT,75,20,0.236,0.436,0.023,0.033,8,1.5446944128101676,16,0.375,965.4340080063548
SOL/USDT,90,20,0.236,0.436,0.008,0.033,8,1.5388918976608923,16,0.375,961.807436038058
SOL/USDT,90,20,0.236,0.436,0.011,0.033,8,1.5388918976608923,16,0.375,961.807436038058
SOL/USDT,30,20,0.236,0.436,0.023,0.023,8,1.6319915347075895,17,0.3529411764705882,959.9950204162292
SOL/USDT,75,20,0.236,0.436,0.008,0.028,8,1.5296708239801855,16,0.375,956.044264987616
SOL/USDT,75,20,0.236,0.436,0.011,0.028,8,1.5296708239801855,16,0.375,956.044264987616
SOL/USDT,35,20,0.236,0.436,0.014,0.028,8,1.812711790547526,19,0.4736842105263157,954.0588371302769
SOL/USDT,40,20,0.236,0.436,0.014,0.028,8,1.812711790547526,19,0.4736842105263157,954.0588371302769
SOL/USDT,35,20,0.236,0.386,0.002,0.068,8,1.428530135001392,15,0.4,952.3534233342614
SOL/USDT,35,20,0.236,0.386,0.005,0.068,8,1.428530135001392,15,0.4,952.3534233342614
SOL/USDT,35,20,0.236,0.386,0.002,0.07,8,1.428530135001392,15,0.4,952.3534233342614
SOL/USDT,35,20,0.236,0.386,0.005,0.07,8,1.428530135001392,15,0.4,952.3534233342614
SOL/USDT,40,20,0.236,0.386,0.002,0.068,8,1.428530135001392,15,0.4,952.3534233342614
SOL/USDT,40,20,0.236,0.386,0.005,0.068,8,1.428530135001392,15,0.4,952.3534233342614
SOL/USDT,40,20,0.236,0.386,0.002,0.07,8,1.428530135001392,15,0.4,952.3534233342614
SOL/USDT,40,20,0.236,0.386,0.005,0.07,8,1.428530135001392,15,0.4,952.3534233342614
SOL/USDT,35,20,0.236,0.436,0.008,0.028,8,1.7976882017175442,19,0.4736842105263157,946.1516851144968
SOL/USDT,35,20,0.236,0.436,0.011,0.028,8,1.7976882017175442,19,0.4736842105263157,946.1516851144968
SOL/USDT,40,20,0.236,0.436,0.008,0.028,8,1.7976882017175442,19,0.4736842105263157,946.1516851144968
SOL/USDT,40,20,0.236,0.436,0.011,0.028,8,1.7976882017175442,19,0.4736842105263157,946.1516851144968
SOL/USDT,45,20,0.236,0.386,0.002,0.068,8,1.3221530953790288,14,0.3571428571428571,944.3950681278776
SOL/USDT,45,20,0.236,0.386,0.005,0.068,8,1.3221530953790288,14,0.3571428571428571,944.3950681278776
SOL/USDT,45,20,0.236,0.386,0.002,0.07,8,1.3221530953790288,14,0.3571428571428571,944.3950681278776
SOL/USDT,45,20,0.236,0.386,0.005,0.07,8,1.3221530953790288,14,0.3571428571428571,944.3950681278776
SOL/USDT,50,20,0.236,0.386,0.002,0.068,8,1.3221530953790288,14,0.3571428571428571,944.3950681278776
SOL/USDT,50,20,0.236,0.386,0.005,0.068,8,1.3221530953790288,14,0.3571428571428571,944.3950681278776
SOL/USDT,50,20,0.236,0.386,0.002,0.07,8,1.3221530953790288,14,0.3571428571428571,944.3950681278776
SOL/USDT,50,20,0.236,0.386,0.005,0.07,8,1.3221530953790288,14,0.3571428571428571,944.3950681278776
SOL/USDT,30,20,0.236,0.436,0.002,0.028,14,1.2220388736386745,13,0.4615384615384615,940.0299027989802
SOL/USDT,30,20,0.236,0.436,0.002,0.023,8,1.7852476930707994,19,0.3684210526315789,939.6040489846312
SOL/USDT,65,20,0.236,0.436,0.026,0.038,8,1.5971459943114938,17,0.3529411764705882,939.4976437126434
SOL/USDT,70,20,0.236,0.436,0.026,0.038,8,1.5971459943114938,17,0.3529411764705882,939.4976437126434
SOL/USDT,30,20,0.236,0.386,0.002,0.043,8,1.5017815760088742,16,0.375,938.6134850055464
SOL/USDT,30,20,0.236,0.386,0.005,0.043,8,1.5017815760088742,16,0.375,938.6134850055464
SOL/USDT,30,20,0.236,0.386,0.002,0.048,8,1.5017815760088742,16,0.375,938.6134850055464
SOL/USDT,30,20,0.236,0.386,0.005,0.048,8,1.5017815760088742,16,0.375,938.6134850055464
SOL/USDT,30,20,0.236,0.386,0.002,0.053,8,1.5017815760088742,16,0.375,938.6134850055464
SOL/USDT,30,20,0.236,0.386,0.005,0.053,8,1.5017815760088742,16,0.375,938.6134850055464
SOL/USDT,30,20,0.236,0.386,0.002,0.058,8,1.5017815760088742,16,0.375,938.6134850055464
SOL/USDT,30,20,0.236,0.386,0.005,0.058,8,1.5017815760088742,16,0.375,938.6134850055464
SOL/USDT,30,20,0.236,0.386,0.002,0.063,8,1.5017815760088742,16,0.375,938.6134850055464
SOL/USDT,30,20,0.236,0.386,0.005,0.063,8,1.5017815760088742,16,0.375,938.6134850055464
SOL/USDT,55,20,0.236,0.436,0.026,0.028,8,1.5921106033613608,17,0.3529411764705882,936.5356490360946
SOL/USDT,55,20,0.236,0.436,0.026,0.033,8,1.5921106033613608,17,0.3529411764705882,936.5356490360946
SOL/USDT,60,20,0.236,0.436,0.026,0.028,8,1.5827576002797643,17,0.3529411764705882,931.0338825175086
SOL/USDT,60,20,0.236,0.436,0.026,0.033,8,1.5827576002797643,17,0.3529411764705882,931.0338825175086
SOL/USDT,30,20,0.236,0.386,0.026,0.048,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,30,20,0.236,0.386,0.029,0.048,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,30,20,0.236,0.386,0.032,0.048,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,30,20,0.236,0.386,0.035,0.048,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,30,20,0.236,0.386,0.038,0.048,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,30,20,0.236,0.386,0.026,0.053,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,30,20,0.236,0.386,0.029,0.053,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,30,20,0.236,0.386,0.032,0.053,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,30,20,0.236,0.386,0.035,0.053,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,30,20,0.236,0.386,0.038,0.053,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,30,20,0.236,0.386,0.026,0.058,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,30,20,0.236,0.386,0.029,0.058,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,30,20,0.236,0.386,0.032,0.058,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,30,20,0.236,0.386,0.035,0.058,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,30,20,0.236,0.386,0.038,0.058,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,30,20,0.236,0.386,0.026,0.063,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,30,20,0.236,0.386,0.029,0.063,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,30,20,0.236,0.386,0.032,0.063,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,30,20,0.236,0.386,0.035,0.063,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,30,20,0.236,0.386,0.038,0.063,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,30,20,0.236,0.386,0.026,0.068,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,30,20,0.236,0.386,0.029,0.068,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,30,20,0.236,0.386,0.032,0.068,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,30,20,0.236,0.386,0.035,0.068,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,30,20,0.236,0.386,0.038,0.068,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,30,20,0.236,0.386,0.026,0.07,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,30,20,0.236,0.386,0.029,0.07,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,30,20,0.236,0.386,0.032,0.07,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,30,20,0.236,0.386,0.035,0.07,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,30,20,0.236,0.386,0.038,0.07,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,35,20,0.236,0.386,0.026,0.048,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,35,20,0.236,0.386,0.029,0.048,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,35,20,0.236,0.386,0.032,0.048,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,35,20,0.236,0.386,0.035,0.048,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,35,20,0.236,0.386,0.038,0.048,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,35,20,0.236,0.386,0.026,0.053,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,35,20,0.236,0.386,0.029,0.053,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,35,20,0.236,0.386,0.032,0.053,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,35,20,0.236,0.386,0.035,0.053,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,35,20,0.236,0.386,0.038,0.053,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,35,20,0.236,0.386,0.026,0.058,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,35,20,0.236,0.386,0.029,0.058,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,35,20,0.236,0.386,0.032,0.058,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,35,20,0.236,0.386,0.035,0.058,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,35,20,0.236,0.386,0.038,0.058,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,35,20,0.236,0.386,0.026,0.063,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,35,20,0.236,0.386,0.029,0.063,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,35,20,0.236,0.386,0.032,0.063,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,35,20,0.236,0.386,0.035,0.063,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,35,20,0.236,0.386,0.038,0.063,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,35,20,0.236,0.386,0.026,0.068,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,35,20,0.236,0.386,0.029,0.068,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,35,20,0.236,0.386,0.032,0.068,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,35,20,0.236,0.386,0.035,0.068,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,35,20,0.236,0.386,0.038,0.068,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,35,20,0.236,0.386,0.026,0.07,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,35,20,0.236,0.386,0.029,0.07,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,35,20,0.236,0.386,0.032,0.07,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,35,20,0.236,0.386,0.035,0.07,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,35,20,0.236,0.386,0.038,0.07,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,40,20,0.236,0.386,0.026,0.048,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,40,20,0.236,0.386,0.029,0.048,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,40,20,0.236,0.386,0.032,0.048,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,40,20,0.236,0.386,0.035,0.048,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,40,20,0.236,0.386,0.038,0.048,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,40,20,0.236,0.386,0.026,0.053,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,40,20,0.236,0.386,0.029,0.053,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,40,20,0.236,0.386,0.032,0.053,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,40,20,0.236,0.386,0.035,0.053,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,40,20,0.236,0.386,0.038,0.053,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,40,20,0.236,0.386,0.026,0.058,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,40,20,0.236,0.386,0.029,0.058,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,40,20,0.236,0.386,0.032,0.058,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,40,20,0.236,0.386,0.035,0.058,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,40,20,0.236,0.386,0.038,0.058,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,40,20,0.236,0.386,0.026,0.063,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,40,20,0.236,0.386,0.029,0.063,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,40,20,0.236,0.386,0.032,0.063,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,40,20,0.236,0.386,0.035,0.063,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,40,20,0.236,0.386,0.038,0.063,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,40,20,0.236,0.386,0.026,0.068,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,40,20,0.236,0.386,0.029,0.068,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,40,20,0.236,0.386,0.032,0.068,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,40,20,0.236,0.386,0.035,0.068,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,40,20,0.236,0.386,0.038,0.068,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,40,20,0.236,0.386,0.026,0.07,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,40,20,0.236,0.386,0.029,0.07,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,40,20,0.236,0.386,0.032,0.07,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,40,20,0.236,0.386,0.035,0.07,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,40,20,0.236,0.386,0.038,0.07,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,55,20,0.236,0.386,0.026,0.048,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,55,20,0.236,0.386,0.029,0.048,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,55,20,0.236,0.386,0.032,0.048,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,55,20,0.236,0.386,0.035,0.048,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,55,20,0.236,0.386,0.038,0.048,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,55,20,0.236,0.386,0.026,0.053,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,55,20,0.236,0.386,0.029,0.053,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,55,20,0.236,0.386,0.032,0.053,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,55,20,0.236,0.386,0.035,0.053,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,55,20,0.236,0.386,0.038,0.053,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,55,20,0.236,0.386,0.026,0.058,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,55,20,0.236,0.386,0.029,0.058,8,1.1121378977856582,12,0.5,926.7815814880486
SOL/USDT,55,20,0.236,0.386,0.032,0.058,8,1.1121378977856582,12,0.5,926.7815814880486
