trade_id,source_pair_id,support_pair_ids,support_pair_count,support_pair_expectancy_mean,side,symbol,signal_dt,entry_dt,exit_dt,entry_ref_price,entry_fill_price,exit_ref_price,exit_fill_price,initial_size,initial_atr,initial_stop_price,tp1_price,tp2_price,gross_price_pnl,fee_paid_entry,fee_paid_exit,spread_cost,slippage_cost,realized_pnl,fragment_count,holding_days,final_reason,winning_position,partial_fill_ratio,latency_bars,rejected_entry_flag,friction_preset
1,combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_088_ETH_USDT__4h_ema20_dist0.000,combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_088_ETH_USDT__4h_ema20_dist0.000,1,2.8093317976574874,long,DOGE/USDT,2023-06-23,2023-06-24 00:00:00,2023-06-26 00:00:00,0.06823,0.068380106,0.06322539555045924,0.06302307428469776,1822.0130493012991,0.0034364736330271734,0.06322539555045924,0.07525305326605435,0.0804077637155951,-9.760581690801589,0.12458944544460605,0.11482886375380447,0.28741613531280075,0.35471094183417373,-9.999999999999998,1,2.0,stop_loss,False,1.0,0,False,stress
2,combined__cand_002_AVAX_USDT__4h_ema15_dist0.000__short_cand_088_ETH_USDT__4h_ema20_dist0.000,combined__cand_002_AVAX_USDT__4h_ema15_dist0.000__short_cand_088_ETH_USDT__4h_ema20_dist0.000,1,2.710105416612176,long,DOGE/USDT,2023-06-23,2023-06-24 00:00:00,2023-06-26 00:00:00,0.06823,0.068380106,0.06322539555045924,0.06302307428469776,1025.3374095911784,0.0034364736330271734,0.06322539555045924,0.07525305326605435,0.0804077637155951,-5.492765022065778,0.0701126807536102,0.06461991573154441,0.1617433617005899,0.19961349804457706,-5.627497618550932,1,2.0,stop_loss,False,0.5627497618550933,0,False,stress
3,combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_088_ETH_USDT__4h_ema15_dist0.000,combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_088_ETH_USDT__4h_ema15_dist0.000,1,2.779529070266362,long,DOGE/USDT,2023-06-23,2023-06-24 00:00:00,2023-06-26 00:00:00,0.06823,0.068380106,0.06322539555045924,0.06302307428469776,1822.0130493012991,0.0034364736330271734,0.06322539555045924,0.07525305326605435,0.0804077637155951,-9.760581690801589,0.12458944544460605,0.11482886375380447,0.28741613531280075,0.35471094183417373,-9.999999999999998,1,2.0,stop_loss,False,1.0,0,False,stress
4,combined__cand_002_AVAX_USDT__4h_ema15_dist0.000__short_cand_088_ETH_USDT__4h_ema15_dist0.000,combined__cand_002_AVAX_USDT__4h_ema15_dist0.000__short_cand_088_ETH_USDT__4h_ema15_dist0.000,1,2.672049769214279,long,DOGE/USDT,2023-06-23,2023-06-24 00:00:00,2023-06-26 00:00:00,0.06823,0.068380106,0.06322539555045924,0.06302307428469776,1822.0130493012991,0.0034364736330271734,0.06322539555045924,0.07525305326605435,0.0804077637155951,-9.760581690801589,0.12458944544460605,0.11482886375380447,0.28741613531280075,0.35471094183417373,-9.999999999999998,1,2.0,stop_loss,False,1.0,0,False,stress
5,combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_088_ETH_USDT__4h_ema15_dist0.000,combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_088_ETH_USDT__4h_ema15_dist0.000,1,2.779529070266362,long,AVAX/USDT,2023-06-25,2023-06-27 00:00:00,2023-06-28 00:00:00,13.15,13.168409999999998,12.097326690837653,12.073132037455977,8.924431889951867,0.7140555394415636,12.097326690837653,14.596521078883125,15.66760438804547,-9.774733577289366,0.11752057814396105,0.10774584456667168,0.18025443796459562,0.19996788933517318,-10.0,1,1.0,stop_loss,False,1.0,1,False,stress
6,combined__cand_002_AVAX_USDT__4h_ema15_dist0.000__short_cand_088_ETH_USDT__4h_ema15_dist0.000,combined__cand_002_AVAX_USDT__4h_ema15_dist0.000__short_cand_088_ETH_USDT__4h_ema15_dist0.000,1,2.672049769214279,long,AVAX/USDT,2023-06-25,2023-06-27 00:00:00,2023-06-28 00:00:00,13.15,13.168409999999998,12.097326690837653,12.073132037455977,4.053731606454012,0.7140555394415636,12.097326690837653,14.596521078883125,15.66760438804547,-4.439962894617251,0.05338119982374507,0.04894123692912782,0.08187670894809487,0.09083112104722013,-4.542285331370124,1,1.0,stop_loss,False,0.45422853313701245,1,False,stress
7,combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_088_ETH_USDT__4h_ema20_dist0.000,combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_088_ETH_USDT__4h_ema20_dist0.000,1,2.8093317976574874,long,LINK/USDT,2023-06-27,2023-06-27 04:00:00,2023-06-28 16:00:00,6.189,6.1976645999999995,5.752115583666097,5.740611352498765,21.322346993306606,0.29703267755593493,5.752115583666097,6.79172995511187,7.237278971445772,-9.745447937638973,0.13214875514933278,0.12240330721169382,0.20369008796968757,0.22635672862958658,-10.0,1,1.5,stop_loss,False,1.0,0,False,stress
8,combined__cand_002_AVAX_USDT__4h_ema15_dist0.000__short_cand_088_ETH_USDT__4h_ema20_dist0.000,combined__cand_002_AVAX_USDT__4h_ema15_dist0.000__short_cand_088_ETH_USDT__4h_ema20_dist0.000,1,2.710105416612176,long,LINK/USDT,2023-06-27,2023-06-27 04:00:00,2023-06-28 16:00:00,6.189,6.1976645999999995,5.752115583666097,5.740611352498765,21.322346993306606,0.29703267755593493,5.752115583666097,6.79172995511187,7.237278971445772,-9.745447937638973,0.13214875514933278,0.12240330721169382,0.20369008796968757,0.22635672862958658,-10.0,1,1.5,stop_loss,False,1.0,0,False,stress
9,combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_088_ETH_USDT__4h_ema20_dist0.000,combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_088_ETH_USDT__4h_ema20_dist0.000,1,2.8093317976574874,short,AVAX/USDT,2023-06-29,2023-06-30 00:00:00,2023-07-08 00:00:00,12.68,12.662247999999998,13.742642767622492,13.770128053157737,8.815913272639236,0.7202631784149964,13.742642767622492,11.221721643170005,10.141326875547511,-9.766974465125577,0.1116292802046496,0.12139625466977517,0.1863517816586306,0.21245620430970658,-10.000000000000002,1,8.0,stop_loss,False,1.0,0,False,stress
10,combined__cand_002_AVAX_USDT__4h_ema15_dist0.000__short_cand_088_ETH_USDT__4h_ema20_dist0.000,combined__cand_002_AVAX_USDT__4h_ema15_dist0.000__short_cand_088_ETH_USDT__4h_ema20_dist0.000,1,2.710105416612176,short,AVAX/USDT,2023-06-29,2023-06-30 00:00:00,2023-07-08 00:00:00,12.68,12.662247999999998,13.742642767622492,13.770128053157737,8.815913272639236,0.7202631784149964,13.742642767622492,11.221721643170005,10.141326875547511,-9.766974465125577,0.1116292802046496,0.12139625466977517,0.1863517816586306,0.21245620430970658,-10.000000000000002,1,8.0,stop_loss,False,1.0,0,False,stress
