source_symbol,candidates_tested,survivors,median_expectancy,best_expectancy,median_max_dd_pct,best_win_rate,survival_rate_pct
ETH/USDT,15,5,1.0185952539816894,1.1660383261514773,3.0268342407173554,0.5918367346938775,33.333333333333336
AVAX/USDT,15,2,0.7710056422985746,2.242798353909465,2.825208786504374,0.6049382716049383,13.333333333333334
LINK/USDT,6,0,0.8167713641406907,1.1763085169843317,4.499335779587552,0.5846153846153846,0.0
SOL/USDT,15,0,4.037174635000569e-17,0.852575415736791,3.143967421946075,0.5571428571428572,0.0
XRP/USDT,15,0,-0.18840615961635,0.4689103668105112,3.387835452060126,0.5357142857142857,0.0
BNB/USDT,1,0,-0.6382978723404255,-0.6382978723404255,2.5486134828805938,0.4468085106382978,0.0
DOGE/USDT,1,0,-1.4656537743201947,-1.4656537743201947,3.0434586621979784,0.3846153846153846,0.0
