shortlist_priority,param_id,long_param_id,short_param_id,long_source_symbol,short_source_symbol,long_confirm_ema_period,long_confirm_min_distance,short_confirm_ema_period,short_confirm_min_distance,total_trades,long_total_trades,short_total_trades,win_rate,expectancy,max_dd_pct,consistency_score,overall_survival,survival_probability_proxy,composite_score,signal_conflicts,shortlist_role,shortlist_rationale,portfolio_expectancy,portfolio_penalized_expectancy,portfolio_max_dd_pct,portfolio_consistency_score,portfolio_overall_survival,portfolio_diversity_penalty,portfolio_stacked_same_side_entries,portfolio_stacking_profit_delta_vs_netted
1,combined__cand_028_ETH_USDT__4h_ema15_dist0.000__short_cand_076_ETH_USDT__4h_ema15_dist0.000,cand_028_ETH_USDT__4h_ema15_dist0.000,short_cand_076_ETH_USDT__4h_ema15_dist0.000,ETH/USDT,ETH/USDT,15,0.0,15,0.0,73,38,35,0.4520547945205479,-0.2785397006639258,3.1464226908723405,999.0,False,0.0,32.0,0,primary,"Selected under the corrected 34-month realistic baseline objective at priority 1. Portfolio penalized_expectancy=0.7065, diversity_penalty=1.1000.",1.8064564352977726,0.7064564352977725,3.048402469708713,8.303783969704465,False,1.1,24,-217.7331204935644
2,combined__cand_002_AVAX_USDT__4h_ema20_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004,cand_002_AVAX_USDT__4h_ema20_dist0.008,short_cand_067_DOGE_USDT__4h_ema20_dist0.004,AVAX/USDT,DOGE/USDT,20,0.008,20,0.004,196,102,94,0.5459183673469388,0.8858919438957762,2.105333328680344,6.611791699539695,True,0.845144895819435,73.1747323062964,0,secondary,"Selected under the corrected 34-month realistic baseline objective at priority 2. Portfolio penalized_expectancy=0.7065, diversity_penalty=1.1000.",1.8064564352977726,0.7064564352977725,3.048402469708713,8.303783969704465,False,1.1,24,-217.7331204935644
3,combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_067_DOGE_USDT__4h_ema20_dist0.004,cand_002_AVAX_USDT__4h_ema15_dist0.008,short_cand_067_DOGE_USDT__4h_ema20_dist0.004,AVAX/USDT,DOGE/USDT,15,0.008,20,0.004,198,103,95,0.5505050505050505,1.1961989722926911,1.7764425038349785,4.8422637554418415,True,0.8748608966424373,86.15304844123777,0,throughput_variant,"Selected under the corrected 34-month realistic baseline objective at priority 3. Portfolio penalized_expectancy=0.7065, diversity_penalty=1.1000.",1.8064564352977726,0.7064564352977725,3.048402469708713,8.303783969704465,False,1.1,24,-217.7331204935644
4,combined__cand_002_AVAX_USDT__4h_ema15_dist0.000__short_cand_067_DOGE_USDT__4h_ema20_dist0.004,cand_002_AVAX_USDT__4h_ema15_dist0.000,short_cand_067_DOGE_USDT__4h_ema20_dist0.004,AVAX/USDT,DOGE/USDT,15,0.0,20,0.004,214,119,95,0.5420560747663551,0.9198157911678846,2.5573011026858348,5.826428512509644,True,0.8284367310218859,72.60998928909997,0,pair_diversifier,"Selected under the corrected 34-month realistic baseline objective at priority 4. Portfolio penalized_expectancy=0.7065, diversity_penalty=1.1000.",1.8064564352977726,0.7064564352977725,3.048402469708713,8.303783969704465,False,1.1,24,-217.7331204935644
5,combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_082_ETH_USDT__4h_ema20_dist0.000,cand_008_AVAX_USDT__4h_ema15_dist0.008,short_cand_082_ETH_USDT__4h_ema20_dist0.000,AVAX/USDT,ETH/USDT,15,0.008,20,0.0,99,59,40,0.4646464646464646,-0.8533835883260664,3.469099455463587,999.0,False,0.0,24.0,0,reserve,"Selected under the corrected 34-month realistic baseline objective at priority 5. Portfolio penalized_expectancy=0.7065, diversity_penalty=1.1000.",1.8064564352977726,0.7064564352977725,3.048402469708713,8.303783969704465,False,1.1,24,-217.7331204935644
